,0,1,2,3,4,5,6,7,8,9,10,11
51,240.17493,367.4214,200.99167,326.53473,513.949,425.69394,438.22485,348.37924,1394.2084,1381.1621,1479.9642,1471.1903
52,249.80606,376.23938,210.58945,335.40533,519.9964,430.57187,445.53696,354.5119,1378.6431,1365.7858,1465.5062,1456.9308
53,259.126,384.78943,219.94238,344.1139,525.8856,435.3883,452.7035,360.58746,1362.4066,1349.8093,1450.3748,1442.0753
54,268.14044,393.07794,229.05751,352.65506,531.6027,440.11407,459.719,366.59885,1345.5378,1333.2568,1434.6146,1426.666
55,276.85626,401.11267,237.94026,361.01416,537.1271,444.71155,466.56586,372.5273,1328.096,1316.17,1418.2864,1410.7571
56,285.2757,408.89972,246.58987,369.1698,542.43365,449.14185,473.21573,378.344,1310.157,1298.6066,1401.4634,1394.4087
57,293.39423,416.44232,254.9993,377.10138,547.4973,453.3728,479.63513,384.0146,1291.8082,1280.6362,1384.2278,1377.6812
58,301.20203,423.7411,263.1598,384.79785,552.2972,457.3855,485.79218,389.5064,1273.141,1262.3346,1366.6665,1360.6309
59,308.68915,430.79553,271.0678,392.2646,556.8204,461.17712,491.66232,394.79462,1254.2444,1243.7772,1348.8667,1343.3103
60,315.85126,437.60583,278.73114,399.52478,561.0639,464.759,497.23193,399.8664,1235.2009,1225.0356,1330.9126,1325.771
61,322.69452,444.17462,286.1713,406.615,565.03394,468.1501,502.49847,404.72064,1216.0847,1206.1752,1312.8815,1308.0664
62,329.23706,450.50806,293.41956,413.57465,568.7434,471.36758,507.46893,409.36346,1196.9619,1187.2555,1294.8427,1290.2551
63,335.50592,456.61475,300.50833,420.43347,572.2084,474.41788,512.1559,413.80072,1177.8923,1168.3318,1276.8553,1272.3994
64,341.53088,462.50446,307.4596,427.20026,575.4442,477.29108,516.57367,418.03082,1158.9299,1149.457,1258.9686,1254.5632
65,347.33752,468.18494,314.2752,433.85687,578.4624,479.96094,520.73413,422.04053,1140.1228,1130.6837,1241.2191,1236.807
66,352.9416,473.65985,320.93192,440.3587,581.2677,482.39038,524.64404,425.8058,1121.5098,1112.0662,1223.6312,1219.1858
67,358.34686,478.92804,327.38406,446.64282,583.85706,484.54065,528.30334,429.2968,1103.1174,1093.6598,1206.2157,1201.7473
68,363.5465,483.98364,333.57254,452.64044,586.2196,486.3808,531.7055,432.48578,1084.9595,1075.5195,1188.972,1184.5317
69,368.52765,488.81805,339.43796,458.29053,588.3381,487.89532,534.83936,435.3543,1067.0381,1057.6941,1171.8921,1167.572
70,373.27576,493.42096,344.9341,463.55145,590.1938,489.08698,537.69275,437.89798,1049.3499,1040.2206,1154.9656,1150.8931
71,377.77832,497.78094,350.03732,468.4076,591.771,489.97552,540.25745,440.12756,1031.8925,1023.11816,1138.1877,1134.5088
72,382.0266,501.88568,354.74988,472.87018,593.06256,490.59378,542.5333,442.06686,1014.6704,1006.3854,1121.5637,1118.4229
73,386.01556,505.72284,359.09677,476.97296,594.07227,490.9818,544.53284,443.7491,997.6975,990.0029,1105.113,1102.628
74,389.74268,509.28217,363.11676,480.76392,594.81506,491.1823,546.2805,445.21356,980.9955,973.94226,1088.869,1087.1124
75,393.20728,512.55963,366.85098,484.2951,595.3149,491.2365,547.8116,446.50217,964.5897,958.1786,1072.8757,1071.8673
76,396.40912,515.5622,370.33154,487.61255,595.60095,491.1817,549.1658,447.6573,948.50604,942.7044,1057.1827,1056.8972
77,399.34906,518.31036,373.57434,490.74768,595.7042,491.04883,550.3803,448.71817,932.76904,927.5385,1041.8384,1042.2266
78,402.02936,520.83795,376.57733,493.71265,595.65405,490.86066,551.4822,449.71686,917.4022,912.7258,1026.8837,1027.9001
79,404.45605,523.18646,379.3261,496.50165,595.4759,490.62994,552.48267,450.6732,902.42847,898.3278,1012.34595,1013.9752
80,406.64062,525.3966,381.8042,499.09644,595.1896,490.35898,553.37573,451.59027,887.8691,884.4047,998.2368,1000.50586
81,408.60162,527.4989,384.00507,501.477,594.8088,490.04068,554.14136,452.45197,873.7417,870.9957,984.55237,987.52576
82,410.3647,529.5074,385.9412,503.63153,594.34045,489.66138,554.7516,453.2243,860.0566,858.10394,971.2769,975.0338
83,411.96033,531.4181,387.64682,505.56372,593.78467,489.20413,555.1783,453.86072,846.8128,845.69165,958.3883,962.9894
84,413.41974,533.213,389.17285,507.29376,593.13525,488.65244,555.3993,454.31128,833.9967,833.68756,945.86285,951.31903
85,414.76984,534.86664,390.57574,508.85388,592.3799,487.99194,555.40326,454.53387,821.58203,822.00433,933.6788,939.93353
86,416.02838,536.3547,391.90497,510.27954,591.5038,487.2113,555.19165,454.50516,809.5342,810.56036,921.81714,928.7507
87,417.20154,537.6604,393.19293,511.601,590.4935,486.30176,554.7792,454.22803,797.81714,799.2996,910.26373,917.71674
88,418.28424,538.77905,394.45132,512.83826,589.34204,485.25696,554.1931,453.73334,786.4017,788.2044,899.0104,906.82117
89,419.26532,539.7186,395.67465,514.0016,588.05164,484.07343,553.4726,453.075,775.2744,777.2983,888.0606,896.1008
90,420.13428,540.4988,396.8492,515.0971,586.63635,482.753,552.66693,452.3199,764.44495,766.6403,877.43616,885.6333
91,420.88904,541.14777,397.9638,516.13446,585.1212,481.30603,551.8331,451.53497,753.95105,756.3143,867.184,875.5219
92,421.542,541.69885,399.01865,517.13367,583.5419,479.75543,551.032,450.77637,743.8599,746.41583,857.37915,865.87854
93,422.1206,542.1873,400.02896,518.1257,581.9425,478.13837,550.3231,450.0821,734.2634,737.04114,848.1211,856.80634
94,422.664,542.64734,401.0228,519.1478,580.3727,476.50494,549.75903,449.47083,725.2682,728.277,839.52075,848.3872
95,423.21594,543.10913,402.03348,520.2346,578.88245,474.91208,549.3791,448.9452,716.97797,720.19275,831.6822,840.67413
96,423.81488,543.59607,403.09027,521.4081,577.5145,473.41364,549.20496,448.49753,709.4719,712.83105,824.67914,833.6866
97,424.4851,544.1214,404.20944,522.6722,576.29584,472.04846,549.2372,448.1155,702.78235,706.1983,818.5342,827.4086
98,425.23035,544.6856,405.38977,524.0124,575.2305,470.83008,549.45416,447.78598,696.87665,700.2547,813.2023,821.7859
99,426.03186,545.2758,406.6121,525.4001,574.2962,469.74142,549.81335,447.4957,691.6456,694.9054,808.5625,816.72174
100,426.8537,545.86835,407.845,526.79956,573.4458,468.7366,550.25476,447.23047,686.9012,689.99365,804.41656,812.0711
