,0,1,2,3,4,5,6,7,8,9,10,11
25,-0.12134552,148.09894,-23.207584,122.44193,329.30066,283.51352,223.60442,175.38158,1632.3752,1621.1223,1687.6816,1678.4865
26,5.108629,152.63948,-18.89756,126.0594,335.80246,287.75266,231.2294,181.01022,1627.0281,1616.4275,1684.2378,1674.8079
27,10.444659,157.30884,-14.473963,129.81128,342.28268,292.03403,238.8266,186.63213,1621.6189,1611.5684,1680.5768,1671.0183
28,15.862769,162.07689,-9.958914,133.66919,348.74066,296.35657,246.3931,192.24516,1616.0542,1606.4894,1676.63,1667.0251
29,21.325394,166.90538,-5.381191,137.60692,355.17706,300.72278,253.92123,197.84634,1610.314,1601.1647,1672.3815,1662.8046
30,26.828037,171.79349,-0.73480415,141.62445,361.58368,305.12494,261.39972,203.43651,1604.3613,1595.5817,1667.8136,1658.3171
31,32.37134,176.73732,3.9831777,145.72406,367.9523,309.55728,268.81708,209.01123,1598.1627,1589.7285,1662.9146,1653.5347
32,37.955635,181.73692,8.77536,149.90662,374.2785,314.01398,276.16867,214.56712,1591.6765,1583.5718,1657.6589,1648.4214
33,43.57849,186.79274,13.641243,154.17136,380.56073,318.49222,283.45142,220.10155,1584.8623,1577.0747,1652.0171,1642.9365
34,49.246063,191.91107,18.585432,158.51956,386.79047,322.9823,290.65704,225.60947,1577.6897,1570.2032,1645.9641,1637.045
35,54.9617,197.09471,23.614782,162.95782,392.96198,327.48047,297.7815,231.09247,1570.1239,1562.9207,1639.4666,1630.7101
36,60.724277,202.3424,28.728,167.48587,399.06885,331.98257,304.81763,236.54883,1562.1312,1555.1897,1632.4907,1623.8986
37,66.51829,207.64832,33.91933,172.09985,405.11096,336.48804,311.76605,241.98328,1553.6779,1546.9747,1625.0164,1616.5774
38,72.34279,213.00952,39.18865,176.79889,411.07855,340.99048,318.6219,247.39615,1544.726,1538.2324,1617.0056,1608.7087
39,78.19398,218.41791,44.530045,181.5754,416.96442,345.48056,325.38477,252.78049,1535.238,1528.9343,1608.4253,1600.2606
40,84.06117,223.85919,49.932228,186.41861,422.7583,349.94763,332.04968,258.1278,1525.1846,1519.0621,1599.25,1591.2102
41,89.95086,229.33005,55.403595,191.32864,428.4485,354.37656,338.60648,263.43036,1514.5535,1508.6143,1589.4797,1581.5625
42,95.852234,234.81442,60.930443,196.29225,434.01407,358.7503,345.03632,268.67358,1503.3385,1497.5859,1579.1134,1571.3186
43,101.748795,240.29364,66.49221,201.2914,439.43243,363.0498,351.3161,273.83914,1491.5399,1485.9784,1568.1559,1560.4847
44,107.623695,245.7502,72.071915,206.3085,444.68192,367.25305,357.4265,278.90826,1479.1608,1473.793,1556.6096,1549.0602
45,113.4565,251.16327,77.64852,211.32379,449.73883,371.33527,363.34433,283.8588,1466.2191,1461.0447,1544.4897,1537.0581
46,119.2228,256.50858,83.19778,216.31305,454.57776,375.2708,369.04358,288.66678,1452.7368,1447.7515,1531.8151,1524.4954
47,124.93551,261.80222,88.73021,221.28828,459.22394,379.05927,374.54938,293.33313,1438.74,1433.9338,1518.6095,1511.412
48,130.58662,267.03552,94.23493,226.23788,463.6734,382.6891,379.85867,297.84753,1424.2483,1419.6123,1504.8958,1497.8287
49,136.17169,272.20325,99.705246,231.15503,467.926,386.15552,384.97235,302.206,1409.2897,1404.8142,1490.7032,1483.7717
50,141.69083,277.30444,105.13789,236.03598,471.98193,389.45233,389.89374,306.40405,1393.8896,1389.565,1476.0594,1469.2646
51,147.13864,282.33368,110.525764,240.87343,475.84174,392.5756,394.6234,310.43875,1378.0847,1373.8997,1461.0005,1454.3419
52,152.51437,287.29425,115.8638,245.66805,479.51767,395.53265,399.16986,314.31494,1361.9125,1357.8558,1445.566,1439.042
53,157.81703,292.185,121.149734,250.41612,483.01697,398.32697,403.54205,318.03595,1345.4115,1341.4707,1429.7954,1423.4039
54,163.04562,297.00433,126.38072,255.11366,486.34784,400.96295,407.74982,321.6052,1328.6207,1324.7831,1413.7294,1407.4697
55,168.20158,301.7563,131.5574,259.76486,489.5347,403.46432,411.81085,325.04178,1311.5667,1307.8226,1397.4011,1391.2739
56,173.28806,306.44333,136.68077,264.372,492.59683,405.8481,415.7428,328.36127,1294.2721,1290.617,1380.8391,1374.844
57,178.30902,311.0722,141.75386,268.93915,495.55292,408.1347,419.5689,331.5832,1276.7434,1273.1804,1364.0559,1358.1965
58,183.27066,315.6498,146.78229,273.47025,498.42227,410.34332,423.30685,334.72485,1258.9945,1255.5238,1347.0643,1341.3501
59,188.17702,320.1817,151.7705,277.9696,501.21558,412.48364,426.9674,337.7959,1241.0393,1237.6606,1329.8779,1324.3181
60,193.02538,324.6656,156.71579,282.43466,503.9394,414.56372,430.55627,340.80383,1222.8966,1219.6075,1312.5151,1307.1213
61,197.80821,329.0957,161.61147,286.8591,506.60016,416.5929,434.07834,343.7577,1204.5883,1201.3853,1294.9958,1289.7837
62,202.51547,333.46326,166.44873,291.23465,509.19788,418.57434,437.53162,346.65884,1186.1445,1183.024,1277.351,1272.3369
63,207.13818,337.76672,171.22377,295.55798,511.7406,420.52167,440.89978,349.50912,1167.5878,1164.5386,1259.5977,1254.8014
64,211.65898,341.99252,175.92116,299.81604,514.2262,422.43668,444.16382,352.30054,1148.9452,1145.9583,1241.7631,1237.2019
65,216.05194,346.11783,180.51581,303.98828,516.63824,424.30606,447.30188,355.0145,1130.2688,1127.3405,1223.8994,1219.5845
66,220.2766,350.10553,184.96858,308.04373,518.94073,426.09708,450.26544,357.60956,1111.66,1108.786,1206.1035,1202.0402
67,224.4581,354.06696,189.38776,312.08594,521.2605,427.90082,453.2683,360.24066,1092.8926,1090.09,1188.1826,1184.3647
68,228.58945,357.99963,193.76744,316.1107,523.5918,429.7071,456.30267,362.899,1074.0063,1071.2872,1170.1696,1166.5894
69,232.66599,361.9068,198.10713,320.1219,525.93713,431.5167,459.36578,365.5839,1055.0435,1052.4109,1152.1033,1148.7506
70,236.67056,365.7705,202.3927,324.1012,528.2897,433.32626,462.44977,368.29254,1036.0862,1033.5361,1134.0591,1130.9208
71,240.60376,369.55566,206.55711,327.95477,530.48083,434.85986,465.6065,370.90808,1017.47034,1014.7418,1115.9456,1113.3197
72,244.39642,373.2155,210.59366,331.6989,532.6341,436.40643,468.7956,373.5837,998.83887,996.076,1097.9017,1095.711
73,248.01689,376.71338,214.4674,335.2886,534.7037,437.9301,471.96436,376.27866,980.3372,977.64844,1080.0354,1078.2273
74,251.42255,380.00513,218.1342,338.67523,536.65356,439.4061,475.06848,378.9624,962.1182,959.5824,1062.4685,1061.0066
75,254.6781,383.1731,221.653,341.94727,538.60205,440.9322,478.24158,381.7437,943.9729,941.6373,1044.9822,1043.8569
76,257.9074,386.33426,225.18954,345.24786,540.59503,442.5226,481.54517,384.67065,925.7742,923.69794,1027.4497,1026.6829
77,261.13858,389.51306,228.78143,348.60535,542.6253,444.1629,484.96466,387.73135,907.5804,905.82513,1009.9243,1009.53735
78,264.40042,392.7195,232.4423,352.02545,544.6911,445.8457,488.48788,390.91406,889.4905,888.10876,992.4928,992.511
79,267.69452,395.93903,236.16478,355.48676,546.7712,447.55322,492.08304,394.19147,871.6681,870.7057,975.31134,975.75366
80,271.01807,399.16736,239.99274,359.02362,548.76843,449.18323,495.5869,397.34363,854.1716,853.6176,958.42676,959.3511
81,274.47348,402.34924,243.85468,362.60657,550.702,450.75916,498.9874,400.37646,837.422,837.2559,942.2004,943.5993
82,278.0219,405.61713,247.81953,366.28534,552.68677,452.37125,502.53372,403.51733,820.81366,821.09204,926.09674,928.02
83,281.61322,408.94666,251.8324,370.0382,554.7414,454.042,506.22925,406.7764,804.3315,805.09985,910.0924,912.5862
84,285.2572,412.33594,255.88666,373.84906,556.8518,455.75153,510.05325,410.1399,788.0219,789.32996,894.23914,897.34467
85,288.9402,415.7497,259.951,377.66882,558.9883,457.47473,513.9757,413.58633,771.9707,773.87274,878.622,882.38306
86,292.6341,419.14642,263.99445,381.45502,561.1135,459.18088,517.9509,417.0796,756.3065,758.8523,863.36084,867.8257
87,296.3296,422.52106,268.01083,385.2052,563.2405,460.88422,521.98334,420.63626,741.0878,744.3281,848.5272,853.7307
88,300.02753,425.8623,271.9705,388.92004,565.386,462.62408,526.09033,424.28302,726.4009,730.3931,834.2082,840.18317
89,303.69946,429.1607,275.84796,392.581,567.5586,464.42438,530.2599,428.02008,712.3652,717.1583,820.51373,827.296
90,307.32452,432.41522,279.6239,396.16803,569.77844,466.32336,534.4877,431.85605,699.0797,704.71405,807.541,815.1658
91,310.91046,435.62903,283.31717,399.69214,572.0257,468.30908,538.7363,435.75827,686.6129,693.1202,795.3652,803.85785
92,314.5385,438.83252,287.0121,403.1894,574.18164,470.24554,542.8838,439.57736,674.8873,682.2926,783.91223,793.2973
93,318.1844,442.01886,290.6962,406.65973,576.23914,472.12732,546.9066,443.28516,663.9566,672.27124,773.2302,783.5051
94,321.83685,445.19543,294.3708,410.11035,578.1778,473.9291,550.77057,446.84332,653.83374,663.06885,763.33466,774.4828
95,325.4723,448.35907,298.01776,413.53186,579.98206,475.63495,554.4506,450.21667,644.57,654.72845,754.26263,766.26984
96,329.06604,451.49908,301.61423,416.906,581.6207,477.21124,557.90314,453.36212,636.21045,647.283,746.05164,758.89825
97,332.62097,454.6198,305.1658,420.23468,583.0808,478.63748,561.1082,456.25745,628.7676,640.7271,738.7174,752.36633
98,336.13397,457.72345,308.67175,423.51752,584.3638,479.9042,564.0594,458.88892,622.23663,635.04694,732.2587,746.65466
99,339.62244,460.83704,312.14523,426.77637,585.4885,481.0216,566.75415,461.25458,616.57263,630.17725,726.6206,741.69836
100,343.0827,463.96027,315.5885,430.01392,586.4723,481.99973,569.2103,463.37112,611.69885,626.04285,721.7407,737.41595
