,,Subj1:LFHD,,,Subj1:RFHD,,,Subj1:LBHD,,,Subj1:RBHD,,,Subj1:C7,,,Subj1:T10,,,Subj1:CLAV,,,Subj1:STRN,,,Subj1:RBAK,,,Subj1:LSHO,,,Subj1:LUPA,,,Subj1:LELB,,,Subj1:LFRM,,,Subj1:LWRA,,,Subj1:LWRB,,,Subj1:LFIN,,,Subj1:RSHO,,,Subj1:RUPA,,,Subj1:RELB,,,Subj1:RFRM,,,Subj1:RWRA,,,Subj1:RWRB,,,Subj1:RFIN,,,Subj1:LASI,,,Subj1:RASI,,,Subj1:LPSI,,,Subj1:RPSI,,,Subj1:LTHI,,,Subj1:LKNE,,,Subj1:LTIB,,,Subj1:LANK,,,Subj1:LHEE,,,Subj1:LTOE,,,Subj1:RTHI,,,Subj1:RKNE,,,Subj1:RTIB,,,Subj1:RANK,,,Subj1:RHEE,,,Subj1:RTOE,,,Subj1:LHU,,,Subj1:LHD,,,Subj1:RHU,,,Subj1:RHD,,,Subj1:T12,,,Subj1:S1,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
37,0,377.183472,219.653442,1742.585449,542.821289,224.323715,1739.193481,423.351898,67.123680,1744.099243,541.580322,109.265625,1736.862061,457.462128,85.003731,1575.340210,471.727142,32.011963,1246.041138,459.308411,198.080109,1484.367432,467.579071,240.625397,1302.698242,576.695557,-0.411763,1387.589844,273.314667,134.818054,1532.121460,232.435638,122.672874,1376.481079,240.272293,93.863861,1178.013184,201.877914,146.744263,1000.973572,195.962463,191.513321,935.516785,243.312836,139.171371,906.975708,167.334183,176.727631,843.924805,625.822144,140.433609,1535.135620,695.904053,102.993484,1283.591309,693.122864,90.215851,1190.469116,729.341614,121.571152,1075.128418,729.968567,188.805115,932.898132,703.575439,122.260994,914.874146,778.055237,174.989182,838.680542,342.859467,221.465042,1057.662842,590.013428,219.513397,1042.799194,405.248779,54.784985,1080.320190,531.281189,57.055347,1078.622070,295.390808,192.648834,714.673767,310.957458,137.219330,539.186707,330.133270,78.376984,198.148529,351.324127,69.020485,59.371277,416.177917,27.607725,45.912243,305.263031,213.917191,27.228737,652.045532,168.278214,861.628662,629.531555,136.135284,556.079773,648.896057,110.350182,393.934326,627.970215,75.658394,59.621342,569.978210,30.353037,42.103500,670.333313,223.097473,27.132616,,,,,,,,,,,,,469.471130,46.515804,1190.140991,474.777313,55.278408,1069.498901
38,0,377.182098,219.889389,1742.411743,542.912903,224.389694,1739.047852,423.264191,67.410225,1744.694214,541.530945,109.434586,1737.208008,457.489227,85.208282,1575.309570,471.732422,32.114853,1245.937866,459.232300,198.176498,1484.393921,467.584167,240.828171,1302.914307,576.782043,-0.476774,1387.494385,273.326782,134.530807,1532.132813,232.213669,122.493439,1376.419922,240.418198,93.858742,1177.915527,201.709503,146.701797,1001.028076,195.799347,191.464020,935.572876,243.628357,139.704834,907.097290,167.515091,176.597015,843.829468,626.195618,140.957153,1535.443604,695.941650,102.985031,1283.661743,693.115967,90.330330,1190.466797,729.394104,121.703644,1075.168945,730.061768,189.102295,933.029602,703.431946,122.786476,914.596436,778.188354,175.162857,838.831970,342.883789,221.558853,1057.667603,589.995056,219.602997,1042.786865,405.270813,54.951485,1080.297119,531.296936,57.092274,1078.614014,295.419189,192.688782,714.581787,310.910858,137.296814,539.164307,330.593475,78.432152,198.113342,351.333984,69.125694,59.456448,416.164154,27.612886,45.901714,305.295685,213.905457,27.141977,652.050293,168.322678,861.630371,629.501526,136.133820,556.101196,648.913086,110.439590,393.942230,628.020020,75.623589,59.640095,569.905273,30.339634,42.063705,670.303711,223.125412,27.116272,,,,,,,,,,,,,469.496552,46.652245,1190.118774,474.782562,55.358082,1069.521484
39,0,377.295166,220.139771,1742.196899,543.006042,224.459702,1738.824463,423.162964,67.710716,1745.183228,541.501831,109.516411,1737.499756,457.555267,84.848892,1575.334106,471.783630,32.208279,1245.884888,459.291107,197.999771,1484.471069,467.715515,240.893646,1303.170654,576.896729,-0.550420,1387.414307,273.415894,134.196136,1532.157715,232.575165,122.295349,1376.505859,240.567398,93.879616,1177.932861,201.812363,146.611404,1001.017944,195.661301,191.338150,935.574097,243.878387,140.217819,907.018250,167.680527,176.521576,843.752625,626.115051,140.351166,1535.078857,695.990723,103.016991,1283.672607,693.189941,90.390747,1190.525757,729.508118,121.827499,1075.209473,730.299683,189.208771,933.097961,703.698425,121.730354,914.963196,778.363770,175.340118,838.905151,342.913971,221.633514,1057.606567,590.037598,219.636505,1042.739380,405.314453,54.993652,1080.349365,531.325745,57.202915,1078.666016,295.501160,192.752640,714.610535,310.999756,137.263840,539.162109,330.591400,78.456154,198.128281,351.282562,69.027969,59.364483,416.320953,27.941532,45.731823,305.364594,213.864792,27.112299,652.056274,168.376343,861.609009,629.532410,136.146622,556.084778,648.942871,110.407570,393.937561,628.044006,75.692039,59.530586,569.922546,30.287992,42.059689,670.306580,223.147812,27.105862,,,,,,,,,,,,,469.507385,46.779633,1190.088867,474.782379,55.485428,1069.521118
40,0,377.405945,220.612137,1741.956787,543.088135,224.614182,1738.580078,423.103455,67.996956,1745.774780,541.423157,109.524887,1737.825684,457.595673,84.605370,1575.440796,471.817139,32.309544,1245.816284,459.310974,197.940720,1484.658203,467.834778,241.012283,1303.333984,576.954956,-0.571704,1387.317261,273.473816,133.933029,1532.188965,232.624039,122.150780,1376.535767,240.808472,93.936951,1177.954102,202.208313,146.449844,1000.969055,195.576965,191.338654,935.617737,244.137787,140.629211,907.018372,167.836578,176.503052,843.703369,626.067078,139.970795,1534.946045,696.050049,103.017693,1283.695190,693.198120,90.395958,1190.523193,729.588318,121.935638,1075.252808,730.753540,189.203735,932.895020,703.762512,122.905212,914.925720,778.566040,175.513870,838.939758,342.963440,221.689392,1057.616455,590.052551,219.726044,1042.701660,405.319244,55.055332,1080.417114,531.349304,57.289581,1078.662354,295.509705,192.843765,714.562439,310.990265,137.290665,539.197388,330.207611,78.288643,198.207016,351.308716,69.061081,59.415291,416.168762,27.615278,45.972198,305.365875,213.872238,27.196924,652.066284,168.457947,861.591614,629.543945,136.116608,556.073425,648.940857,110.318260,393.874908,628.012329,75.701401,59.535950,569.843079,30.201054,42.171715,670.332275,223.112427,27.157944,,,,,,,,,,,,,469.513062,46.870274,1190.061401,474.818604,55.573055,1069.571655
41,0,377.517426,220.823792,1741.866943,543.178101,224.192459,1738.266724,423.033844,68.207138,1746.329224,541.418213,109.750694,1738.191406,457.633911,84.490906,1575.400513,471.876709,32.385040,1245.783447,459.415649,197.727585,1484.723389,467.933899,240.998596,1303.437012,577.034851,-0.601648,1387.236938,273.516052,133.670807,1532.174072,232.700272,121.968681,1376.531128,240.884186,93.937782,1177.899292,202.348328,146.437088,1000.975159,195.515671,191.302887,935.664795,244.387283,140.708435,906.935059,168.053940,176.499039,843.658325,626.201416,139.906006,1535.270752,696.081787,102.981102,1283.768433,693.152222,90.549728,1190.595825,729.711731,121.919289,1075.349121,730.810181,189.581635,933.299683,702.929260,125.007492,914.187988,778.776367,175.767120,839.104370,343.022064,221.847153,1057.660156,590.082214,219.832153,1042.691772,405.361267,55.186947,1080.416382,531.442749,56.860878,1078.831055,295.330750,193.161636,714.514893,311.038025,137.361664,539.145996,330.188293,78.401123,198.220016,351.270386,69.003265,59.393829,416.378632,27.996103,45.750420,305.333221,213.966125,27.226912,652.063843,168.494247,861.572693,629.554626,136.155243,556.126343,648.883057,110.262115,393.735413,628.016602,75.654663,59.486740,569.872375,30.156834,42.192707,670.311707,223.157745,27.191748,,,,,,,,,,,,,469.561310,47.012772,1190.019165,474.890625,55.671272,1069.591187
42,0,377.699890,221.195343,1741.689331,543.286682,224.665359,1737.985107,422.950806,68.492004,1746.816284,541.405396,109.853889,1738.479980,457.706818,83.924782,1575.403687,471.904053,32.458157,1245.705688,459.495392,197.505173,1484.810303,467.971619,240.965134,1303.672852,577.127502,-0.704956,1387.132446,273.532043,133.406540,1532.176025,232.729507,121.827568,1376.503052,241.001007,93.971535,1177.853516,202.431885,146.471619,1000.918274,195.395615,191.270493,935.683350,244.608612,141.076569,906.889709,168.202362,176.509460,843.611023,626.045044,139.311432,1535.588379,696.117432,102.974380,1283.795898,693.190491,90.604660,1190.649414,729.751648,122.025475,1075.414795,730.806274,190.973389,933.891907,702.996582,125.820923,913.804016,778.984558,175.889221,839.238647,343.025543,221.960403,1057.624146,590.064514,219.943741,1042.679077,405.364319,55.296379,1080.420044,531.390503,57.364914,1078.738281,295.570953,193.115753,714.413940,310.968018,137.472443,539.171326,330.190765,78.348366,198.148300,351.312195,69.064201,59.414986,416.373291,27.843019,45.825813,305.289337,213.886429,27.234945,651.934509,168.474442,861.522949,629.525391,136.189133,556.087402,648.852539,110.276360,393.791809,627.985413,75.659927,59.560390,569.622070,29.476954,42.601810,670.243103,223.115128,27.151184,,,,,,,,,,,,,469.584106,47.108521,1190.011719,474.864319,55.739552,1069.587036
43,0,377.770996,221.553482,1741.618774,543.342590,224.815262,1737.859009,422.942841,68.712662,1747.274048,541.365845,109.993057,1738.736084,457.693390,83.708008,1575.514160,471.954437,32.523720,1245.624023,459.682587,197.108902,1484.998535,467.953094,241.193893,1303.864502,577.233521,-0.781196,1387.044556,273.565247,133.138474,1532.178955,232.771088,121.646530,1376.441895,241.144363,94.037132,1177.756470,202.553940,146.508163,1000.903748,195.310226,191.300858,935.701172,244.859024,141.469055,906.917358,168.401016,176.505219,843.541809,626.113586,139.087753,1535.649658,696.165100,102.934280,1283.844238,693.378601,90.460938,1190.610962,729.856506,122.130089,1075.487305,731.097534,191.040283,933.984619,703.190186,125.591743,914.246704,779.246460,176.059769,839.356384,343.009857,222.089172,1057.590332,590.059204,220.034454,1042.657959,405.393829,55.407139,1080.392578,531.434326,57.484264,1078.715210,295.582611,193.205780,714.353516,310.974213,137.404694,539.208618,330.186310,78.380081,198.178711,351.353058,69.004478,59.405849,416.219177,27.577991,45.989639,305.278839,213.937698,27.224648,651.950989,168.528992,861.498108,629.499023,136.206238,556.050964,648.866516,110.357651,393.881531,627.984741,75.679695,59.511517,569.825684,30.065847,42.187866,670.249451,223.100174,27.118269,,,,,,,,,,,,,469.611145,47.183014,1189.968506,474.879578,55.866241,1069.593018
44,0,377.791138,221.834671,1741.489990,543.443604,224.949066,1737.640259,422.923340,68.910278,1747.755615,541.415771,110.046104,1739.017090,457.774933,83.559914,1575.437988,471.985321,32.606861,1245.521851,459.713928,196.983780,1485.149170,468.056915,241.273239,1304.014526,577.338806,-0.800352,1386.916260,273.659180,132.796967,1532.172607,232.824310,121.434662,1376.405640,241.281296,94.032677,1177.726685,202.710831,146.494965,1000.869629,195.354492,191.346741,935.777649,245.148361,141.772400,906.879272,168.528610,176.679611,843.434509,626.539429,139.602493,1535.789429,696.211914,102.919487,1283.899536,693.333313,90.718857,1190.715210,730.015381,122.291466,1075.585693,731.389954,190.425903,933.739685,703.532959,125.591812,914.628357,779.508972,176.245911,839.478760,343.030579,222.186066,1057.596802,590.081543,220.121918,1042.656616,405.416504,55.494370,1080.427246,531.466003,57.568005,1078.732788,295.778778,193.679169,714.184326,311.044037,137.433029,539.176880,330.179932,78.389221,198.115417,351.364777,69.015694,59.412525,416.199890,27.563425,45.923573,305.256165,213.923355,27.243055,652.002136,168.634018,861.490601,629.517578,136.221344,556.065857,648.880859,110.339066,393.861206,627.957275,75.547531,59.475994,569.774719,30.071362,42.194504,670.253418,223.087570,27.160273,,,,,,,,,,,,,469.651306,47.310936,1189.885376,474.934875,55.981346,1069.579468
45,0,377.877502,221.945770,1741.421021,543.606140,224.978378,1737.444214,422.905090,69.081642,1748.164185,541.416809,110.141891,1739.171875,457.822449,83.514404,1575.351074,472.064606,32.663170,1245.466309,459.807098,196.939301,1485.193359,468.077972,241.270279,1304.110229,577.429504,-0.860809,1386.832031,273.734344,132.522552,1532.168335,232.866531,121.321953,1376.411987,241.444763,93.985016,1177.686035,202.810410,146.531204,1000.871155,195.332565,191.437714,935.827393,245.482666,142.474609,906.916931,168.782303,176.590286,843.445801,626.556274,139.214706,1535.644775,696.288696,102.949898,1283.908081,693.533997,90.604607,1190.707642,730.159302,122.450706,1075.627563,731.712830,190.645264,933.822998,703.736084,125.842812,914.722717,779.811096,176.400101,839.584290,343.153076,222.289749,1057.639526,590.146912,220.205307,1042.654053,405.446442,55.591263,1080.412964,531.497620,57.657501,1078.748169,295.675385,193.421860,714.230957,311.143219,137.455093,539.178772,330.239197,78.295563,198.165298,351.343231,69.016899,59.421486,416.373352,27.935833,45.765785,305.327087,213.920975,27.136168,652.060608,168.762299,861.464233,629.539673,136.267334,556.056580,648.951355,110.401382,393.819336,627.977173,75.621399,59.526920,569.810486,29.984766,42.230694,670.269531,223.073898,27.136129,,,,,,,,,,,,,469.667389,47.402771,1189.843872,474.934906,56.030682,1069.601563
46,0,377.843872,222.149231,1741.251099,543.683960,225.122192,1737.127441,422.892365,69.128296,1748.544922,541.415283,110.231918,1739.403198,457.877411,83.224731,1575.370605,472.109589,32.730972,1245.404541,459.845062,196.771515,1485.196289,468.054016,241.306107,1304.277100,577.459106,-0.728947,1386.834717,273.778534,132.289078,1532.156006,232.714874,121.039978,1376.444702,241.572296,94.063629,1177.613892,203.002274,146.469681,1000.883606,195.271576,191.353058,935.758118,245.698944,142.837708,906.919434,168.952545,176.656677,843.363098,626.599915,139.040024,1535.662476,696.393982,102.945877,1283.948975,693.645752,90.730774,1190.774170,730.396118,122.638954,1075.686768,732.099609,190.952576,934.046082,704.027649,125.931351,914.852539,780.119629,176.676926,839.707703,343.233337,222.447006,1057.581177,590.181702,220.315567,1042.654175,405.464905,55.726982,1080.451050,531.516663,57.739033,1078.755615,295.598358,193.087036,714.726196,311.135193,137.525986,539.133789,330.676758,78.475990,198.182877,351.363434,69.102798,59.441711,416.259399,27.573690,45.843842,305.317108,213.938828,27.208481,652.134705,168.926086,861.412048,629.615479,136.317123,556.024719,648.965576,110.562477,393.857666,627.992615,75.698128,59.550003,569.749390,29.763014,42.417671,670.306580,223.140976,27.204178,,,,,,,,,,,,,469.710846,47.527893,1189.779419,474.969177,56.135586,1069.644897
47,0,377.922485,222.371246,1741.036011,543.719238,225.263107,1737.025269,422.924042,69.347366,1748.745239,541.406006,110.246651,1739.584229,457.929138,82.550247,1575.456421,472.122498,32.784225,1245.317261,459.792389,196.766708,1485.292603,468.138367,241.342560,1304.429932,577.545776,-0.832220,1386.749634,273.820190,132.050446,1532.128052,232.787292,121.007721,1376.342163,241.648895,94.079079,1177.520508,203.040710,146.764587,1000.796326,195.198456,191.443542,935.801453,245.915359,143.179276,906.951050,169.112762,176.718918,843.273071,626.659485,138.846268,1535.818970,696.478699,103.037651,1283.999023,693.748596,90.806633,1190.821899,730.570679,122.767921,1075.748047,732.350647,191.265182,934.176575,704.265686,126.227814,914.888428,780.470520,176.826385,839.768738,343.223389,222.606308,1057.570313,590.188477,220.380569,1042.621826,405.473846,55.783852,1080.431519,531.524170,57.898724,1078.731323,295.565582,192.799957,714.820374,311.131287,137.541977,539.137939,330.210419,78.378609,198.172531,351.425262,69.041260,59.378876,416.220001,27.649652,45.773552,305.259247,213.897278,27.158033,652.157166,169.014374,861.347778,629.633179,136.291229,555.965454,648.892944,110.487267,393.611511,627.979248,75.632988,59.506310,569.780579,29.973404,42.202892,670.320007,223.097290,27.148802,,,,,,,,,,,,,469.729706,47.597633,1189.721924,475.012482,56.260658,1069.598389
48,0,377.935059,222.360550,1740.946777,543.741699,225.245987,1736.890747,422.989319,69.400551,1749.153809,541.439575,110.338310,1739.720581,457.991364,81.960846,1575.478394,472.184814,32.839554,1245.261719,459.781403,196.660217,1485.388062,468.141235,241.571609,1304.695679,577.699158,-0.870437,1386.594238,273.885529,131.826004,1532.119751,232.906418,120.838654,1376.314087,241.771973,94.136749,1177.481445,203.172226,146.606567,1000.782837,195.179520,191.407318,935.768433,246.137344,143.537659,906.986328,169.326004,176.737915,843.189758,626.636841,138.342422,1535.899536,696.610413,103.138977,1284.054321,693.903320,90.924767,1190.880493,730.811218,123.079971,1075.851074,732.599976,191.490494,934.307861,704.285706,127.363968,914.160522,780.756409,177.217499,839.805481,343.258484,222.724091,1057.586548,590.198303,220.463135,1042.642700,405.508209,55.920765,1080.417969,531.555054,57.991207,1078.734131,295.644592,193.156326,714.751892,311.105988,137.617691,539.156555,330.667633,78.409111,198.128860,351.337463,68.977043,59.399506,416.419464,27.719395,45.913677,305.334991,213.907196,27.165167,652.155823,169.099197,861.385376,629.686096,136.312149,556.036804,648.939331,110.414055,393.675934,627.976685,75.614792,59.488129,569.795532,30.097467,42.139969,670.264099,223.086823,27.147020,,,,,,,,,,,,,469.749329,47.670952,1189.680420,475.036560,56.347214,1069.585205
49,0,378.048553,222.389404,1740.948364,543.818848,225.330414,1736.807373,423.013702,69.483757,1749.423828,541.537231,110.323044,1739.843140,458.022552,81.824028,1575.421265,472.210175,32.912724,1245.164551,459.829651,196.452850,1485.537354,468.180603,241.496262,1304.730469,577.814819,-0.915593,1386.507324,273.927917,131.648926,1532.116943,233.239197,120.811356,1376.200073,241.832916,94.120811,1177.416382,203.279648,146.621902,1000.738281,195.189224,191.450119,935.845947,246.373642,143.837814,907.058044,169.511307,176.754059,843.126465,626.722961,138.087799,1536.004639,696.853149,103.283943,1284.069214,694.032471,91.084534,1190.929321,730.736938,122.962936,1076.002441,732.985840,191.603424,934.372498,704.655945,127.058624,914.660156,781.172241,177.265488,840.000122,343.332947,222.732803,1057.589233,590.298950,220.634293,1042.616699,405.561676,55.958179,1080.431641,531.606140,58.111610,1078.703369,295.708008,193.177917,714.756104,311.145142,137.645737,539.164246,330.710907,78.433266,198.190582,351.338318,69.017097,59.447254,416.411591,27.748217,45.888664,305.360321,213.933685,27.123665,651.735352,168.612717,861.411560,629.707214,136.431915,556.030640,648.991394,110.461563,393.607666,627.998779,75.513977,59.423237,569.798584,30.067205,42.227322,670.292725,223.070160,27.185760,,,,,,,,,,,,,469.793213,47.764721,1189.591675,475.080414,56.436871,1069.601074
50,0,378.130920,222.336502,1740.792236,543.956177,224.994370,1736.535034,423.085144,69.479782,1749.711914,541.643372,110.301010,1739.971191,458.076050,81.537331,1575.492798,472.277618,32.940987,1245.078125,459.836090,196.454758,1485.610107,468.307739,241.664673,1304.853516,577.916626,-0.882185,1386.422485,274.003540,131.434082,1532.095215,232.909332,120.687668,1376.235596,241.939529,94.090919,1177.397827,203.310471,146.840637,1000.703796,195.169418,191.395676,935.838806,246.623169,144.231277,907.059509,169.847916,176.806442,843.043335,626.818909,137.950562,1536.014160,696.999939,103.440926,1284.068115,694.246643,91.372238,1190.865601,730.959045,123.179146,1076.045898,733.185730,192.656525,934.743225,704.962341,127.420425,914.706848,781.485718,177.655609,840.125916,343.459076,222.920273,1057.617065,590.378357,220.673996,1042.640503,405.616241,56.034515,1080.435181,531.662292,58.194187,1078.711914,295.800629,193.306458,714.690613,311.224365,137.690094,539.155945,330.699066,78.480484,198.160934,351.371674,68.970963,59.436924,416.364166,27.903313,45.768356,305.355560,213.889938,27.187788,651.809204,168.664749,861.414429,629.682251,136.567581,556.070801,648.487732,110.000389,393.811523,628.006470,75.668442,59.535500,569.859802,30.248016,42.109013,670.362732,223.123077,27.128349,,,,,,,,,,,,,469.826935,47.840534,1189.559570,475.113129,56.585388,1069.557007
51,0,378.182648,222.293427,1740.731445,543.947205,225.212296,1736.435303,423.189575,69.441551,1749.973145,541.747437,110.319534,1740.084961,458.099579,81.468636,1575.494629,472.334717,32.975807,1245.075806,460.234955,196.096786,1485.606567,468.404785,242.165146,1305.026001,578.053101,-0.882623,1386.296997,274.066559,131.235077,1532.113892,233.045441,120.571396,1376.189575,242.058716,94.185684,1177.400879,203.442215,146.637405,1000.739319,195.142593,191.381027,935.843872,246.849350,144.495804,907.080933,170.030457,176.733673,842.969177,627.051331,138.222092,1536.444824,697.159241,103.536797,1284.157349,694.412048,91.535446,1190.925049,731.314209,123.430077,1076.185425,733.544922,192.056396,934.537231,705.305908,127.642525,914.777771,781.854553,177.835190,840.228577,343.429779,222.959015,1057.617065,590.371948,220.821075,1042.655884,405.642975,56.119770,1080.461304,531.718506,58.280415,1078.700928,295.822662,193.404404,714.692017,311.221558,138.045181,539.126953,330.696198,78.568794,198.193710,351.432159,69.057335,59.416290,416.230713,27.663261,45.866707,305.407806,213.900940,27.153872,652.039368,169.086197,861.420898,629.752930,136.659988,556.092957,648.522705,110.059006,393.838959,628.032959,75.576302,59.507931,569.854980,30.191587,42.165806,670.321655,223.102203,27.187941,,,,,,,,,,,,,469.891632,47.933071,1189.495483,475.175385,56.638351,1069.564087
52,0,378.246643,222.224792,1740.692261,544.013306,225.156784,1736.262329,423.282806,69.357361,1750.154541,541.804871,110.267288,1740.228882,458.147003,81.791740,1575.371338,472.370331,33.055660,1244.993042,460.087036,196.103531,1485.753540,468.336182,242.022446,1305.105347,578.214355,-1.066068,1386.160278,274.077332,131.069702,1532.101807,233.017441,120.522301,1376.180542,242.097748,94.255653,1177.329956,203.540405,146.612869,1000.724670,195.078949,191.296631,935.802429,247.050644,144.783325,907.058472,170.073563,176.721451,842.895142,627.031006,138.043167,1536.618530,697.305054,103.663857,1284.145020,694.591797,91.701279,1190.988525,731.652344,123.876060,1076.134277,733.828247,192.369385,934.639526,705.793518,127.629768,915.095337,782.248108,178.229996,840.275146,343.470062,223.082474,1057.595337,590.416382,220.902878,1042.586060,405.657715,56.256882,1080.398438,531.706909,58.408264,1078.702515,295.853271,193.556686,714.702576,311.192596,137.960876,539.143127,330.703430,78.609573,198.226822,351.362762,69.064629,59.461777,416.211334,27.370073,46.134533,305.275665,213.907852,27.260374,652.051880,169.190155,861.409668,629.829163,136.550354,556.044250,648.517883,110.131790,393.784363,627.965515,75.642899,59.579094,569.871216,30.283680,42.152004,670.294434,223.121750,27.100512,,,,,,,,,,,,,469.903503,48.019497,1189.462280,475.206482,56.727116,1069.558105
53,0,378.303802,222.116806,1740.704590,544.100586,225.114243,1736.234619,423.417023,69.313919,1750.265015,541.896545,110.244476,1740.260010,458.219757,81.634880,1575.307495,472.445374,33.096344,1244.935303,460.141113,196.004562,1485.874634,468.407104,241.989212,1305.187012,578.301086,-0.893714,1386.118774,274.141479,130.898773,1532.082520,233.125336,120.450050,1376.154175,242.235504,94.254349,1177.290039,203.633469,146.622086,1000.682251,194.963623,191.259201,935.712585,247.256119,144.943665,907.082397,170.407684,176.726929,842.787109,627.058044,137.916901,1536.242432,697.453003,103.790733,1284.188110,694.605347,92.118683,1191.033203,731.747192,123.895630,1076.301270,734.285645,192.647110,934.746826,706.155823,128.180069,914.774780,782.730103,178.420456,840.364624,343.475250,223.232529,1057.606323,590.434692,221.036285,1042.620239,405.712463,56.389633,1080.336060,531.775146,58.531265,1078.663574,296.140625,193.640167,714.903015,311.241913,138.004471,539.144470,330.288208,78.510429,198.157944,351.337189,69.041084,59.454861,416.393402,27.754904,45.950485,305.285370,213.933273,27.202272,652.122803,169.344528,861.410767,629.786377,136.752838,556.133606,648.541931,110.145706,393.891357,627.720520,75.466034,59.385479,569.834167,30.197901,42.196671,670.308289,223.177704,27.131481,,,,,,,,,,,,,469.995087,48.081944,1189.392700,475.256104,56.838882,1069.538574
54,0,378.396057,221.947708,1740.603027,544.118530,225.075119,1736.203979,423.546021,69.184433,1750.416504,541.982849,110.191467,1740.297974,458.284576,81.638283,1575.231201,472.539429,33.158405,1244.841797,460.370911,195.762604,1485.890747,468.547607,242.206589,1305.305176,578.416687,-0.876412,1386.017334,274.199921,130.711472,1532.104126,233.026611,120.331123,1376.159058,242.354080,94.241478,1177.288086,203.709686,146.545654,1000.672119,195.358719,191.322647,935.755615,247.463928,145.194183,907.089722,170.610291,176.652939,842.702209,627.195129,137.947815,1536.318726,697.611694,103.933586,1284.198364,694.993347,92.007805,1191.042480,732.201904,124.305336,1076.287231,734.709106,192.914612,934.846497,706.512817,128.124756,915.213013,783.122803,178.648331,840.472961,343.612061,223.290070,1057.628418,590.472473,221.120407,1042.603638,405.754150,56.450649,1080.368774,531.847778,58.615784,1078.636841,296.019714,193.661026,714.770935,311.319366,138.047760,539.173218,330.279266,78.572510,198.214462,351.356964,69.040733,59.399952,416.203918,27.592968,45.919880,305.342712,213.879257,27.132858,652.215271,169.456177,861.412109,629.812927,136.841904,556.131348,648.562256,110.189842,393.757629,627.958557,75.631134,59.455650,569.839661,30.174334,42.210106,670.301453,223.090042,27.110231,,,,,,,,,,,,,470.045807,48.173065,1189.358887,475.328979,56.988041,1069.487549
55,0,378.479431,221.638214,1740.682129,544.248840,224.935974,1736.127075,423.671539,69.018303,1750.520020,542.091125,110.057709,1740.363525,458.338531,81.397392,1575.248779,472.613495,33.198112,1244.796265,460.264008,195.933441,1486.043335,468.524689,242.024460,1305.201538,578.548828,-0.881276,1385.942383,274.269745,130.554626,1532.137451,233.162491,120.295815,1376.162720,242.467178,94.298927,1177.283569,202.946396,146.697693,1000.904785,195.315002,191.191132,935.776489,247.688156,145.356415,907.083313,170.702332,176.556015,842.640076,627.292725,137.873138,1536.624146,697.778687,104.061737,1284.248169,695.264038,92.119171,1191.090942,732.487122,124.550354,1076.340820,735.059204,193.199738,934.927429,706.686401,128.666687,914.928040,783.449341,178.981766,840.547180,343.682770,223.301788,1057.661987,590.556030,221.247375,1042.604858,405.808075,56.539776,1080.354248,531.912476,58.777981,1078.604980,295.984589,193.464310,714.637939,311.429260,138.107254,539.123962,330.308929,78.595741,198.220367,351.389557,69.071747,59.453110,416.493561,27.826097,45.864464,305.361389,213.927414,27.183382,652.337402,169.567169,861.410339,629.873169,136.777634,556.179993,648.626465,110.231560,393.771088,627.992859,75.490730,59.480904,569.945923,30.512627,42.018124,670.339783,223.061234,27.200659,,,,,,,,,,,,,470.111786,48.241291,1189.278931,475.370575,57.129620,1069.459106
