Trajectories
120
,,Subj1:LFHD,,,Subj1:RFHD,,,Subj1:LBHD,,,Subj1:RBHD,,,Subj1:C7,,,Subj1:T10,,,Subj1:CLAV,,,Subj1:STRN,,,Subj1:RBAK,,,Subj1:LSHO,,,Subj1:LUPA,,,Subj1:LELB,,,Subj1:LFRM,,,Subj1:LWRA,,,Subj1:LWRB,,,Subj1:LFIN,,,Subj1:RSHO,,,Subj1:RUPA,,,Subj1:RELB,,,Subj1:RFRM,,,Subj1:RWRA,,,Subj1:RWRB,,,Subj1:RFIN,,,Subj1:LASI,,,Subj1:RASI,,,Subj1:LPSI,,,Subj1:RPSI,,,Subj1:LTHI,,,Subj1:LKNE,,,Subj1:LTIB,,,Subj1:LANK,,,Subj1:LHEE,,,Subj1:LTOE,,,Subj1:RTHI,,,Subj1:RKNE,,,Subj1:RTIB,,,Subj1:RANK,,,Subj1:RHEE,,,Subj1:RTOE,,,Subj1:LHU,,,Subj1:LHD,,,Subj1:RHU,,,Subj1:RHD,,,Subj1:T12,,,Subj1:S1,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,348.569885,249.479248,1689.412720,514.809143,237.144806,1678.871948,341.096069,126.657532,1684.767456,476.330139,89.811241,1671.691528,402.544525,88.253799,1516.421021,406.274597,56.710682,1158.207397,415.496307,230.455963,1419.339355,408.722076,275.274567,1255.045532,510.724915,8.952611,1338.773560,247.709930,156.100494,1495.871216,162.530502,161.809036,1335.382324,175.128677,124.175880,1124.945068,111.362068,208.217178,975.183044,113.548859,267.524475,909.017029,146.049026,195.825546,884.723633,76.466499,242.565323,820.160339,574.617432,143.298630,1478.350342,651.490784,120.020706,1233.610962,639.729614,112.154243,1108.395630,692.974915,134.827042,1030.045654,750.594299,213.959198,894.603638,679.608643,172.127396,872.283264,773.741699,191.968979,802.422424,278.043427,266.347076,969.400024,538.115112,273.444733,968.648315,340.509491,90.559181,1011.553040,483.292633,93.227211,1016.523376,218.622498,217.335419,667.808838,227.202286,175.732117,489.810120,229.040298,71.451469,195.278519,244.835831,50.291046,75.668068,307.470642,-1.147137,64.682701,258.091949,214.061417,29.612991,600.622864,234.140121,804.422607,611.478333,162.174026,513.809937,632.859070,100.774467,366.184814,610.997437,42.638817,75.119850,545.775269,-4.075753,50.745949,579.463135,212.098511,32.759087,,,,,,,,,,,,,409.391357,74.116257,1115.345581,413.972839,96.108482,1017.858032
2,0,348.611023,249.374817,1689.493164,514.887512,236.981216,1678.863281,341.104340,126.586617,1684.820313,476.301178,89.554443,1671.677002,402.501984,88.029160,1516.395630,406.093048,56.651115,1158.245117,415.444733,230.463577,1419.398682,408.617157,275.220062,1255.073853,510.579773,8.693467,1338.801270,247.656128,156.148010,1495.912476,162.483978,161.967514,1335.446045,175.100189,124.316620,1124.988647,111.459854,208.464828,975.186768,113.731499,267.784851,909.067993,146.140472,196.044296,884.729248,76.613731,243.022690,820.292419,574.562073,143.149994,1478.259766,651.380981,120.048714,1233.517944,639.596863,112.142464,1108.322388,692.809570,134.815521,1029.932251,750.336182,213.905075,894.430359,679.449951,171.945282,872.203735,773.493103,191.873871,802.258850,277.912598,266.372101,969.443054,537.674683,273.184692,968.774902,340.357941,90.492714,1011.560913,483.163116,93.181213,1016.494263,218.541519,217.416031,667.805237,227.272293,176.050949,489.518890,229.045364,71.527824,195.278458,244.833328,50.324043,75.646675,307.515411,-1.129638,64.692764,257.858215,213.955734,29.672926,600.581360,234.045563,804.439087,611.411560,162.213257,513.806763,632.867859,100.771271,366.275116,610.969116,42.692287,75.105782,545.710510,-4.396830,50.985325,579.382996,212.590500,33.063168,,,,,,,,,,,,,409.233063,74.069504,1115.332520,413.826477,96.060699,1017.843933
3,0,348.698822,249.300980,1689.515015,515.014954,236.822937,1678.833252,341.112457,126.449837,1684.874390,476.298737,89.477608,1671.654175,402.389801,88.011627,1516.425537,405.899170,56.592804,1158.226074,415.417847,230.434464,1419.407349,408.592285,275.210297,1255.169312,510.399231,8.690085,1338.718384,247.579956,156.168945,1495.952148,162.433731,162.043701,1335.465454,175.051666,124.454689,1124.995117,111.583344,208.697968,975.213623,113.967964,268.016510,909.103333,146.224777,196.284882,884.797058,76.799866,243.373352,820.277466,574.469543,143.035080,1478.213013,651.267639,120.091270,1233.447021,639.363953,112.140701,1108.265991,692.620239,134.803375,1029.833618,750.141541,213.821884,894.272339,679.136292,171.840363,872.101318,773.211853,191.866409,802.109985,277.870331,266.292236,969.411865,537.965210,273.362488,968.662170,340.221344,90.566895,1011.537292,483.019958,93.193748,1016.424805,218.513306,217.556503,667.788879,227.085342,175.948746,489.750732,229.050842,71.531166,195.255417,244.824493,50.332230,75.629341,307.483063,-0.996784,64.613861,257.860321,213.943161,29.732134,600.491760,234.064774,804.475769,611.380249,162.271179,513.788757,632.862488,100.725563,366.319580,610.969055,42.672966,75.092354,545.786499,-4.092366,50.771709,579.456604,212.544861,33.046566,,,,,,,,,,,,,409.057922,74.049393,1115.314941,413.645447,96.070160,1017.778625
4,0,348.740051,249.216370,1689.409912,515.034973,236.692307,1678.794189,341.123077,126.334442,1684.928223,476.217468,89.276123,1671.626587,402.200714,88.168655,1516.361328,405.715393,56.569561,1158.259644,415.378204,230.755096,1419.548218,408.479797,275.263947,1255.215576,510.230377,8.633796,1338.725098,247.493271,156.219040,1495.979248,162.376007,162.166916,1335.521362,174.995377,124.577934,1125.015015,111.412819,209.105820,975.452576,114.149139,268.281494,909.164490,146.311310,196.613113,884.974182,77.238556,244.001709,820.257813,574.365356,142.946487,1478.171875,651.106262,120.071251,1233.344482,638.991577,112.276146,1108.335327,692.433105,134.760635,1029.782593,749.885864,213.746399,894.149902,678.881104,171.798492,871.927063,773.022583,191.680969,802.021851,277.772278,266.362213,969.433533,537.835632,273.320648,968.682129,340.049896,90.526115,1011.529907,482.855927,93.120689,1016.404602,218.467484,217.633102,667.738586,226.986206,176.036774,489.678925,229.031647,71.573906,195.200470,244.848679,50.298489,75.585518,307.469604,-1.216431,64.671989,257.939392,214.117218,29.809662,600.414307,234.048218,804.379639,611.302551,162.324188,513.748779,632.753052,100.908218,366.159668,610.990601,42.672455,75.131950,545.754272,-4.076455,50.754475,579.541443,212.130478,32.740379,,,,,,,,,,,,,408.881470,73.989792,1115.314087,413.471954,96.042419,1017.744202
5,0,348.811249,249.143661,1689.599121,515.075134,236.725418,1678.723755,341.114594,126.284393,1685.028442,476.213470,89.122612,1671.612793,402.095551,88.134850,1516.319702,405.531555,56.547199,1158.239868,415.187714,230.291870,1419.386597,408.366486,275.251801,1255.213013,510.043854,8.624007,1338.675781,247.379791,156.266663,1496.032104,162.226746,162.260818,1335.567505,174.937866,124.719955,1125.048218,111.704262,209.223877,975.282043,114.265808,268.551208,909.249634,146.345947,196.719696,884.892822,77.144882,244.145966,820.253296,574.269653,142.904221,1478.120972,650.914063,120.085968,1233.289307,638.807983,112.249634,1108.287231,692.193726,134.716492,1029.688232,749.593994,213.641327,894.016113,678.673462,171.687531,871.893555,772.726868,191.600616,801.921753,277.551361,266.393860,969.437378,537.616150,273.252045,968.668335,339.871094,90.570610,1011.490112,482.716766,93.109520,1016.422485,218.368378,217.783676,667.682617,226.883987,176.087769,489.630615,229.016174,71.522545,195.119415,244.818802,50.281845,75.639862,307.491547,-1.226278,64.731209,257.997345,214.124512,29.762812,600.308167,233.967834,804.420715,611.237976,162.411804,513.777710,632.633667,100.972672,366.181702,610.925415,42.678196,75.122772,545.703308,-4.061059,50.708820,579.422852,212.564728,33.047073,,,,,,,,,,,,,408.695862,73.931221,1115.328491,413.298523,96.045135,1017.731995
6,0,348.838135,249.118225,1689.713501,515.054688,236.493744,1678.660156,341.133850,126.205757,1685.145142,476.169006,89.004990,1671.725586,401.984528,87.911148,1516.324463,405.309998,56.477692,1158.273804,415.126648,230.453217,1419.538208,408.213531,275.288086,1255.317383,509.876007,8.596302,1338.656982,247.245575,156.267151,1496.083008,162.070969,162.311157,1335.646973,174.842346,124.782982,1125.106445,111.694710,209.469116,975.357849,114.417175,268.797852,909.338867,146.399475,196.987869,884.937988,77.322304,244.693115,820.401672,574.161682,142.801331,1478.223145,650.673889,120.123169,1233.244263,638.571167,112.316628,1108.260132,691.946411,134.638229,1029.648682,749.322205,213.528961,893.928528,678.344788,171.463760,871.782288,772.481567,191.402954,801.855652,277.409912,266.371216,969.426025,537.458679,273.163116,968.697571,339.651855,90.559250,1011.493103,482.494507,93.134544,1016.371582,218.243103,217.885071,667.660583,226.928192,176.308853,489.349548,228.888885,71.565689,195.045319,244.747833,50.307476,75.606003,307.258881,-1.141794,64.762192,257.900696,213.969452,29.642616,600.118652,234.075150,804.532471,611.130432,162.509369,513.789063,632.712341,100.876633,366.292877,610.873657,42.659561,75.144470,545.687256,-4.075322,50.735920,579.430176,212.128311,32.768646,,,,,,,,,,,,,408.469818,73.896507,1115.368896,413.061279,95.958511,1017.746704
7,0,348.907104,249.071030,1689.687988,515.135193,236.374191,1678.521851,341.143219,126.172752,1685.236572,476.166656,88.793434,1671.751587,401.840881,87.976044,1516.299927,405.107666,56.489052,1158.229370,414.988983,230.399384,1419.581909,408.014923,275.282593,1255.333008,509.695282,8.421432,1338.581909,247.134369,156.230621,1496.139771,161.974640,162.316345,1335.703247,174.752869,124.840767,1125.130737,111.511620,209.774200,975.592651,114.566711,269.005890,909.358704,146.477127,197.205643,885.003052,77.724586,245.227417,820.381165,574.046021,142.718292,1478.211426,650.536621,119.932297,1233.224243,638.382019,112.244637,1108.252075,691.710144,134.584320,1029.596436,749.109436,213.413528,893.821106,678.122437,171.130417,871.803040,772.225952,191.186874,801.731812,277.261963,266.379669,969.405151,537.316589,273.128296,968.702454,339.495361,90.491043,1011.516235,482.321472,93.015739,1016.374939,218.153320,217.968719,667.638733,226.812836,176.253448,489.532013,228.892853,71.653175,195.096085,244.743225,50.269489,75.553963,307.437073,-1.136002,64.656105,257.907562,214.081131,29.712477,600.025696,233.995819,804.544617,611.062744,162.577286,513.776489,632.587402,100.947403,366.227570,610.869263,42.691532,75.121399,545.722778,-4.073507,50.752281,579.462646,212.194031,32.741829,,,,,,,,,,,,,408.268127,73.868301,1115.339844,412.916473,95.914787,1017.741943
8,0,348.952393,248.940125,1689.577759,515.275879,236.243958,1678.453735,341.121124,126.054916,1685.348389,476.118988,88.605370,1671.834473,401.706024,87.864006,1516.243896,404.921722,56.428848,1158.233032,414.931671,230.335358,1419.606689,407.868805,275.378143,1255.089966,509.519623,8.425497,1338.494141,247.021408,156.180359,1496.181152,161.903473,162.313416,1335.748413,174.615997,124.921967,1125.149170,111.814369,209.876343,975.409180,114.767586,269.219360,909.494324,146.511459,197.439743,885.046265,77.549934,245.449387,820.507446,573.924683,142.609879,1478.196533,650.396240,119.861053,1233.157471,638.204224,112.254890,1108.214600,691.511169,134.528488,1029.542480,748.862244,213.225174,893.691650,677.910706,171.104507,871.840149,771.949890,191.231155,801.662781,276.922180,266.606567,969.455383,537.223450,273.048981,968.674988,339.281555,90.488457,1011.479980,482.125336,93.056511,1016.358521,218.091324,217.972214,667.577759,226.811127,176.386322,489.275452,228.813171,71.505013,195.100266,244.770966,50.257977,75.507668,307.358307,-1.194139,64.633423,257.762177,213.943985,29.645739,599.948730,233.953888,804.573853,611.003113,162.687424,513.755066,632.466614,101.112190,366.152832,610.881653,42.711250,75.099091,545.739441,-4.099338,50.831272,579.368469,212.542297,32.976295,,,,,,,,,,,,,408.067841,73.844147,1115.323730,412.709900,95.898445,1017.712585
9,0,349.048035,248.931732,1689.616943,515.321533,236.098343,1678.319336,341.118408,125.980553,1685.453369,476.130096,88.445900,1671.862061,401.614655,87.723373,1516.264648,404.727478,56.406017,1158.241211,414.814636,230.287903,1419.636475,407.786926,275.298309,1255.285522,509.271149,8.869434,1338.453857,246.931854,156.153198,1496.236084,161.762665,162.347015,1335.796509,174.539413,125.021042,1125.173950,111.789513,210.099762,975.451477,114.860764,269.503204,909.534424,146.578705,197.719452,885.094299,77.697556,245.822479,820.526855,573.796631,142.442276,1478.127686,650.181152,119.917633,1233.042847,637.989624,112.183266,1108.190796,691.294006,134.502319,1029.489136,748.604309,213.158157,893.554321,677.665039,171.119324,871.725891,771.637695,191.122757,801.567871,276.981567,266.415283,969.368225,537.071045,272.996246,968.656494,339.096619,90.119583,1011.639709,481.925385,93.066635,1016.321777,218.002258,218.050171,667.508728,226.574661,176.297592,489.460602,228.705963,71.465836,195.037674,244.758392,50.283943,75.487907,307.339844,-1.136542,64.629951,257.818878,214.051483,29.703543,599.879578,233.819672,804.569641,610.926025,162.748016,513.751526,632.418701,101.188271,366.104553,610.897034,42.703091,75.132576,545.715210,-4.103564,50.869106,579.384949,212.566620,32.937813,,,,,,,,,,,,,407.909088,73.825554,1115.308472,412.539215,95.908730,1017.696045
