Trajectories
120
,,Subj1:LFHD,,,Subj1:RFHD,,,Subj1:LBHD,,,Subj1:RBHD,,,Subj1:C7,,,Subj1:T10,,,Subj1:CLAV,,,Subj1:STRN,,,Subj1:RBAK,,,Subj1:LSHO,,,Subj1:LUPA,,,Subj1:LELB,,,Subj1:LFRM,,,Subj1:LWRA,,,Subj1:LWRB,,,Subj1:LFIN,,,Subj1:RSHO,,,Subj1:RUPA,,,Subj1:RELB,,,Subj1:RFRM,,,Subj1:RWRA,,,Subj1:RWRB,,,Subj1:RFIN,,,Subj1:LASI,,,Subj1:RASI,,,Subj1:LPSI,,,Subj1:RPSI,,,Subj1:LTHI,,,Subj1:LKNE,,,Subj1:LTIB,,,Subj1:LANK,,,Subj1:LHEE,,,Subj1:LTOE,,,Subj1:RTHI,,,Subj1:RKNE,,,Subj1:RTIB,,,Subj1:RANK,,,Subj1:RHEE,,,Subj1:RTOE,,,Subj1:LHU,,,Subj1:LHD,,,Subj1:RHU,,,Subj1:RHD,,,Subj1:T12,,,Subj1:S1,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,450.518372,188.959885,1697.679810,616.600708,170.965973,1687.990967,438.465271,67.107010,1684.455688,572.278259,26.180389,1669.719360,502.097961,39.081974,1514.440063,511.877167,18.996279,1158.706177,520.393311,188.512695,1426.865967,518.476746,240.200897,1263.241211,608.903076,-32.312237,1339.468018,349.064026,112.772118,1495.257690,265.825653,116.846985,1334.306030,286.809723,81.944405,1123.280518,210.550171,153.612061,974.937988,191.618301,198.370438,917.558105,251.004135,157.596878,884.571960,171.567398,176.397842,821.551697,676.703247,92.628601,1484.881592,755.716064,66.719673,1242.506226,745.194763,62.443447,1118.171265,801.676941,71.324158,1040.368530,876.472961,117.016525,910.084290,804.949219,111.149643,872.202148,890.394836,95.348671,812.257324,394.154175,244.362030,973.397095,645.411499,245.193237,981.841187,466.181458,50.387035,1013.765686,583.209961,49.063183,1019.038208,325.675751,191.574173,673.704590,334.591614,158.817017,488.798767,328.959778,68.421135,191.992233,341.882782,48.625164,74.924698,404.090820,-3.152891,62.905399,355.518707,213.248245,29.591690,722.284302,195.401291,811.467102,730.708740,147.081696,509.912079,754.601440,94.289871,361.535553,732.710571,39.635754,73.837166,665.987244,-3.964165,47.824459,708.967041,210.924026,32.075314,,,,,,,,,,,,,516.580139,36.766834,1116.144653,528.608093,49.615101,1016.632690
2,0,450.550049,189.074005,1697.669067,616.423767,170.740189,1687.972900,438.512360,67.373360,1684.367554,572.343201,26.430880,1669.445557,502.011719,39.632813,1514.171875,511.555359,19.559893,1158.530762,520.403320,188.745056,1426.813354,518.507507,240.494141,1263.235352,608.634827,-32.040390,1339.263184,349.072357,113.177818,1495.167358,265.700531,117.369247,1334.306885,286.222809,82.555771,1123.291504,210.366272,154.720886,974.716675,191.317566,199.254684,917.690430,250.658997,158.192642,884.868042,171.144943,177.392807,821.708923,676.638123,92.743927,1484.722046,754.934082,66.828903,1242.341187,744.983765,62.689587,1117.952026,801.396423,71.628448,1040.109131,876.138916,117.384483,909.776733,804.538818,111.518669,871.960693,890.013733,95.861580,811.921143,394.067078,245.189682,973.377686,645.483887,245.597687,981.770508,465.850647,50.865456,1013.697266,582.809326,49.534477,1018.980408,325.663544,192.165588,673.608948,335.195557,158.866135,488.526031,328.880188,68.472961,192.017288,341.880249,48.612663,74.982468,404.251526,-3.089080,62.940269,355.492706,213.179932,29.693220,721.980408,195.703720,811.448730,730.635742,147.186020,509.903839,754.525146,94.354683,361.590332,732.605957,39.690731,73.836197,665.978333,-3.927278,47.832485,709.032349,210.952576,32.086700,,,,,,,,,,,,,516.264709,37.341393,1116.005005,528.225708,50.222252,1016.554382
3,0,450.645721,189.301208,1697.671753,616.500061,170.936371,1687.961914,438.543213,67.603798,1684.328003,572.350098,26.655872,1669.311279,501.922668,39.848434,1514.012329,511.171051,20.132601,1158.354004,520.396790,189.017441,1426.790039,518.664551,240.994827,1263.185669,608.350525,-31.807859,1339.084595,348.998749,113.623459,1495.176392,265.562958,117.948524,1334.351196,285.889252,83.163422,1123.338013,209.920456,155.262238,975.133179,190.982513,200.077789,917.776428,250.207336,159.039978,884.833435,170.694946,178.420624,821.841187,676.580139,92.900299,1484.540283,754.779907,67.005402,1242.054443,744.761292,62.929871,1117.718262,801.119263,72.001068,1039.855713,875.763550,117.728592,909.475464,804.092468,111.892250,871.738159,889.559692,96.255569,811.670471,393.992310,245.877838,973.304626,645.335510,246.066132,981.750244,465.514740,51.684921,1013.614563,582.436890,49.939468,1019.006042,325.615784,192.726196,673.554077,335.140808,159.134033,488.486755,328.848358,68.447189,192.111511,341.897003,48.567791,75.043587,404.247223,-3.106783,62.952839,355.509705,213.143234,29.733244,721.861084,195.908920,811.305847,730.538696,147.280090,509.916779,754.478760,94.312492,361.529816,732.592407,39.680405,73.935547,665.927002,-3.925242,47.851677,708.917847,210.994476,32.098492,,,,,,,,,,,,,515.894348,37.891510,1115.897217,527.925842,50.649002,1016.477966
4,0,450.711639,189.538559,1697.669678,616.523315,171.214020,1687.766357,438.542145,67.825462,1684.280029,572.567017,26.239695,1669.206177,501.744873,40.473232,1513.750244,510.800049,20.678465,1158.209839,520.364136,189.321335,1426.726318,518.585083,241.289093,1263.158325,608.066467,-31.601242,1338.929199,348.890289,114.023453,1495.390381,265.396851,118.579025,1334.402100,285.595215,83.824272,1123.340942,209.747253,156.070663,975.028442,190.676926,201.041214,917.969788,250.069733,159.372391,884.875732,170.249527,179.421280,821.920593,676.491150,93.024857,1484.394653,754.545593,67.345749,1241.935547,744.493713,63.217842,1117.493530,800.863770,72.339043,1039.661499,875.254761,118.181511,909.147888,803.677795,112.254036,871.511414,889.137268,96.690102,811.419800,393.878906,246.618835,973.302063,645.212036,246.528778,981.735474,465.214264,52.183853,1013.630859,582.086060,50.410358,1018.950562,325.601135,193.194733,673.566467,335.097748,159.336761,488.426331,328.795685,68.557747,192.021042,341.862183,48.651009,75.029167,404.198822,-3.099716,62.987156,355.489685,213.215515,29.718456,721.665222,196.302658,811.289307,730.387573,147.394379,509.918274,754.007507,94.374992,361.571960,732.587158,39.708778,73.952675,665.892700,-3.940545,47.987537,709.068237,210.989655,32.115555,,,,,,,,,,,,,515.550964,38.512951,1115.758179,527.596802,50.862171,1016.670227
5,0,450.767822,189.926178,1697.472168,616.606384,171.617599,1687.512085,438.557922,68.078835,1684.297485,572.402466,26.698822,1669.197266,501.609619,40.738976,1513.709351,510.418060,21.259340,1158.066162,520.387573,189.427292,1426.547241,518.475830,241.667603,1263.037842,607.801147,-31.341322,1338.711670,348.825317,114.448830,1495.397095,265.257904,119.224602,1334.396973,285.233978,84.478859,1123.362915,209.422760,156.910461,975.135254,190.346512,201.919037,918.110840,249.377518,160.633667,885.018616,169.844360,180.256638,822.236389,676.417969,93.152596,1484.249390,754.286438,67.438431,1241.779053,744.119751,64.000664,1117.421021,800.580322,72.641731,1039.443970,874.866028,118.678749,908.941833,803.191956,112.032776,871.696106,888.732300,97.132034,811.187805,392.965454,248.124817,973.481323,645.090454,246.881042,981.695984,464.836731,53.024170,1013.650085,581.689087,51.082314,1018.843750,325.389618,193.705475,673.353577,334.350189,160.101608,488.595917,328.728516,68.606926,192.056976,341.803314,48.640587,74.911339,404.041199,-3.080512,63.025764,355.483032,213.222046,29.675173,721.558899,196.551331,811.214661,730.259583,147.445618,509.960114,753.822510,94.372093,361.668976,732.522583,39.702106,73.966652,665.850098,-3.926779,47.972614,709.100769,210.948700,32.043762,,,,,,,,,,,,,515.209961,39.081154,1115.689209,527.153564,51.326134,1016.699890
6,0,450.800476,190.211731,1697.456909,616.416626,172.254089,1687.766602,438.533936,68.401482,1684.296997,572.386353,26.917379,1669.114380,501.465485,41.055393,1513.536377,510.123901,21.758198,1157.906372,520.395386,189.787048,1426.485718,518.423157,241.888458,1263.052124,607.545227,-31.033001,1338.500366,348.780334,114.845505,1495.369385,265.075043,119.892365,1334.483765,284.860931,85.146538,1123.381714,209.015305,157.811188,975.235291,190.054413,202.840836,918.207825,248.984161,161.289429,885.122009,169.372681,181.299454,822.373169,676.312866,93.241829,1484.120483,754.092957,67.709114,1241.461182,743.860413,64.081215,1117.294312,800.299744,72.999352,1039.240356,874.551025,119.148010,908.716187,802.928284,112.843231,871.177612,888.490051,97.400635,810.981995,392.816132,248.984268,973.473450,644.997009,247.353989,981.601135,464.412109,53.642654,1013.536316,581.248352,51.585075,1018.901733,325.261536,194.176041,673.278015,334.206604,160.098740,488.450958,328.695740,68.603943,192.034622,341.770935,48.660358,74.928497,403.973999,-3.146676,63.014290,355.477264,213.231720,29.636776,721.791260,196.917725,811.248779,730.229187,147.500992,509.990326,754.080322,94.324944,361.697205,732.499939,39.664295,74.038719,665.843323,-3.868710,47.987007,709.117065,211.028107,32.046242,,,,,,,,,,,,,514.829346,39.687183,1115.507690,526.833618,52.675816,1016.206482
7,0,450.937744,190.502945,1697.502197,616.716370,172.306870,1687.459961,438.529419,68.689842,1684.288696,572.408264,27.039879,1669.069336,501.308380,41.309628,1513.487549,509.805450,22.330408,1157.775879,520.409851,190.034714,1426.456543,518.450623,242.326721,1263.213501,607.321106,-30.781700,1338.334839,348.792389,115.250275,1495.200073,264.935730,120.520363,1334.520020,284.887512,85.781929,1123.396729,208.687408,158.654144,975.357788,189.846756,203.719528,918.351013,248.601456,162.118134,885.104004,168.964661,182.226563,822.505432,676.241150,93.317093,1483.998779,753.863831,68.119125,1241.476685,743.504211,64.120834,1117.290283,800.008545,73.294037,1039.046021,874.214783,119.556503,908.571960,802.553406,113.186295,870.962036,887.923218,97.936653,810.703613,392.780060,249.528320,973.438232,644.963196,247.767715,981.523071,463.997437,54.405411,1013.472107,580.906921,51.984699,1018.841125,325.163239,194.547058,673.178345,334.145233,160.226883,488.349884,328.630432,68.608727,192.039444,341.742645,48.601475,74.937004,404.120148,-3.107404,62.988361,355.487213,213.140244,29.666359,721.626343,197.091354,811.180359,730.191895,147.572922,509.983948,753.661682,94.393967,361.709900,732.509338,39.680901,74.003418,665.812866,-3.887990,48.007126,709.157104,210.968750,32.085617,,,,,,,,,,,,,514.489319,40.274548,1115.383057,526.429504,53.099998,1016.219116
8,0,450.985626,190.804749,1697.468994,616.732422,172.639328,1687.410278,438.444061,68.792770,1684.503662,572.346619,27.368046,1669.007080,501.207397,41.662506,1513.243286,509.420990,22.911005,1157.591431,520.403687,190.289780,1426.436157,518.427551,242.749969,1263.220459,607.060059,-30.496162,1338.126587,348.704071,115.579445,1495.343750,264.812714,121.085121,1334.530518,284.577820,86.391479,1123.427856,208.305130,159.483780,975.456421,189.438416,204.591003,918.497437,248.111618,162.720566,885.106262,168.471893,183.306534,822.502380,676.140442,93.421143,1483.853760,753.612061,68.255241,1241.313110,743.247314,65.020012,1116.839478,799.639465,73.519997,1038.841431,873.973328,119.884216,908.393738,802.170654,113.533386,870.819641,887.514221,98.281731,810.462524,393.264069,249.566055,973.117554,644.837830,248.052704,981.475403,463.640656,54.981945,1013.430359,580.570984,52.129829,1018.759277,325.013580,195.041397,673.131409,334.010803,160.360306,488.305389,328.574371,68.592522,192.051834,341.716675,48.586903,74.889923,404.082947,-3.123435,63.020573,355.756927,213.157562,29.266588,721.438293,197.281113,811.079834,730.057983,147.644455,509.964111,753.168640,94.955040,362.155304,732.446167,39.701969,73.999725,665.825195,-3.859734,48.034145,709.066772,211.052353,32.123814,,,,,,,,,,,,,514.103577,40.856781,1115.278198,526.093567,53.701527,1016.138428
9,0,450.985657,191.175949,1697.369873,616.745789,172.654800,1687.208130,438.497864,69.693909,1684.101440,572.292419,27.741867,1669.022583,501.068054,41.998795,1513.120361,509.078033,23.418999,1157.508667,520.353882,190.620422,1426.429688,518.108093,243.628693,1263.116943,606.784851,-30.174343,1337.884644,348.624603,115.943764,1495.334229,264.790741,121.741203,1334.511719,283.906769,87.020531,1123.435547,208.009552,160.263458,975.528992,189.120926,205.459457,918.628113,247.685181,163.529312,885.254700,168.056335,184.271378,822.636719,676.023926,93.484406,1483.771606,753.363342,68.435814,1241.261963,743.035217,64.376831,1116.758179,799.255371,73.736145,1038.663208,873.442688,120.171860,908.155579,801.755981,113.902710,870.627258,887.108887,98.606773,810.217957,392.782104,250.622208,973.119446,644.713562,248.276596,981.409668,463.320251,55.536751,1013.429138,580.184631,52.655209,1018.664856,324.737152,195.539108,673.077026,333.693542,160.677811,488.292053,328.544830,68.506615,192.026428,341.662476,48.558460,74.868713,403.876068,-3.104253,63.070721,355.490051,213.172485,29.582222,721.297302,197.519699,811.018127,729.922729,147.755035,509.961060,752.964478,95.027763,362.181458,732.439331,39.674480,74.085899,665.788086,-3.830727,48.020638,709.090210,211.034439,32.089825,,,,,,,,,,,,,513.757690,41.403557,1115.164063,525.743591,54.167709,1016.161682
