Unnamed: 0,Unnamed: 1,Subj1:LFHD_X,Subj1:LFHD_Y,Subj1:LFHD_Z,Subj1:RFHD_X,Subj1:RFHD_Y,Subj1:RFHD_Z,Subj1:LBHD_X,Subj1:LBHD_Y,Subj1:LBHD_Z,Subj1:RBHD_X,Subj1:RBHD_Y,Subj1:RBHD_Z,Subj1:C7_X,Subj1:C7_Y,Subj1:C7_Z,Subj1:T10_X,Subj1:T10_Y,Subj1:T10_Z,Subj1:CLAV_X,Subj1:CLAV_Y,Subj1:CLAV_Z,Subj1:STRN_X,Subj1:STRN_Y,Subj1:STRN_Z,Subj1:RBAK_X,Subj1:RBAK_Y,Subj1:RBAK_Z,Subj1:T12_X,Subj1:T12_Y,Subj1:T12_Z,Subj1:S1_X,Subj1:S1_Y,Subj1:S1_Z,Subj1:LSHO_X,Subj1:LSHO_Y,Subj1:LSHO_Z,Subj1:LUPA_X,Subj1:LUPA_Y,Subj1:LUPA_Z,Subj1:LELB_X,Subj1:LELB_Y,Subj1:LELB_Z,Subj1:LFRM_X,Subj1:LFRM_Y,Subj1:LFRM_Z,Subj1:LWRA_X,Subj1:LWRA_Y,Subj1:LWRA_Z,Subj1:LWRB_X,Subj1:LWRB_Y,Subj1:LWRB_Z,Subj1:LFIN_X,Subj1:LFIN_Y,Subj1:LFIN_Z,Subj1:RSHO_X,Subj1:RSHO_Y,Subj1:RSHO_Z,Subj1:RUPA_X,Subj1:RUPA_Y,Subj1:RUPA_Z,Subj1:RELB_X,Subj1:RELB_Y,Subj1:RELB_Z,Subj1:RFRM_X,Subj1:RFRM_Y,Subj1:RFRM_Z,Subj1:RWRA_X,Subj1:RWRA_Y,Subj1:RWRA_Z,Subj1:RWRB_X,Subj1:RWRB_Y,Subj1:RWRB_Z,Subj1:RFIN_X,Subj1:RFIN_Y,Subj1:RFIN_Z,Subj1:LASI_X,Subj1:LASI_Y,Subj1:LASI_Z,Subj1:RASI_X,Subj1:RASI_Y,Subj1:RASI_Z,Subj1:LPSI_X,Subj1:LPSI_Y,Subj1:LPSI_Z,Subj1:RPSI_X,Subj1:RPSI_Y,Subj1:RPSI_Z,Subj1:LTHI_X,Subj1:LTHI_Y,Subj1:LTHI_Z,Subj1:LKNE_X,Subj1:LKNE_Y,Subj1:LKNE_Z,Subj1:LTIB_X,Subj1:LTIB_Y,Subj1:LTIB_Z,Subj1:LANK_X,Subj1:LANK_Y,Subj1:LANK_Z,Subj1:LHEE_X,Subj1:LHEE_Y,Subj1:LHEE_Z,Subj1:LTOE_X,Subj1:LTOE_Y,Subj1:LTOE_Z,Subj1:RTHI_X,Subj1:RTHI_Y,Subj1:RTHI_Z,Subj1:RKNE_X,Subj1:RKNE_Y,Subj1:RKNE_Z,Subj1:RTIB_X,Subj1:RTIB_Y,Subj1:RTIB_Z,Subj1:RANK_X,Subj1:RANK_Y,Subj1:RANK_Z,Subj1:RHEE_X,Subj1:RHEE_Y,Subj1:RHEE_Z,Subj1:RTOE_X,Subj1:RTOE_Y,Subj1:RTOE_Z
305,0,322.466583,554.132629,1329.460449,490.256744,553.777954,1337.496582,318.855988,480.666412,1428.826050,456.459991,460.875885,1455.099854,380.731476,337.407471,1381.579102,421.684723,0.515488,1234.941772,427.944794,340.128662,1210.429810,431.364532,221.795715,1102.663452,530.845032,174.113174,1374.852783,426.413910,-25.003208,1188.544922,433.672333,-70.997566,1051.858276,264.600891,396.245667,1270.614136,201.677261,386.936859,1116.603516,206.256668,338.039398,916.322388,263.542725,417.001190,752.952515,320.447998,402.273132,679.603088,238.924316,389.977875,671.675354,298.381165,452.325195,601.863708,555.792053,362.179932,1331.485107,673.947388,233.779465,1152.663696,683.149109,162.302887,1045.201782,665.090576,183.427612,945.921814,565.869934,169.322876,801.778564,641.183105,135.484604,806.022949,585.624756,196.025345,715.710876,312.090332,79.847122,958.295166,552.586304,83.920311,954.659668,363.207886,-74.543205,1045.692627,492.904938,-67.605156,1055.672363,224.038544,58.878738,678.523865,236.612350,70.391876,505.146210,238.389786,32.708130,195.067520,252.248978,36.449039,73.002647,316.587402,-12.401765,59.260666,265.034576,204.971466,30.032585,626.544983,56.020023,807.064758,636.108337,64.355850,500.816711,661.004089,39.208366,365.876923,644.411804,56.337318,71.161301,581.467407,8.544334,45.206249,596.944824,227.962891,34.038422
306,0,322.556244,556.967712,1322.111450,490.349152,556.258362,1330.240234,318.843109,484.335236,1422.107422,456.461365,464.946136,1448.597412,380.302521,340.966064,1376.680054,420.967438,1.850269,1234.952148,427.987396,341.411804,1205.417725,431.427704,221.409180,1099.585449,530.183533,177.533783,1372.466675,425.760284,-24.334103,1188.956909,433.131836,-72.049347,1052.289307,264.937347,399.013824,1264.343384,202.343796,389.507904,1110.618652,207.506836,341.473602,910.418091,265.048584,420.482483,747.063110,322.197144,405.906281,673.881287,241.027023,393.319916,665.647400,300.141479,456.149841,596.222534,555.573364,365.014984,1326.604736,674.008362,234.428009,1149.617310,683.777954,161.382797,1043.139404,665.624878,182.304031,943.563904,565.826843,167.816467,799.718567,641.098877,134.177429,803.908508,585.441650,194.948776,713.765381,311.751434,78.443237,957.614868,552.216858,83.163284,953.693604,362.573517,-75.495026,1046.101563,492.307983,-68.779305,1056.122192,223.510223,57.723339,678.382446,236.037277,69.559105,505.105194,238.205017,32.515041,195.084290,252.107407,36.538822,72.851051,316.403320,-12.478306,59.251926,265.002899,204.945206,30.136137,626.041321,54.321949,806.461182,635.697937,63.800045,501.427521,660.752563,37.943829,365.969971,644.051636,56.370880,71.046768,581.411133,8.519945,45.198917,596.918213,228.049713,34.106712
307,0,322.703400,559.806152,1314.852783,490.443268,558.822205,1323.140991,318.756531,488.058258,1415.441162,456.227631,468.192871,1442.408081,379.896759,344.668427,1371.661621,420.154968,3.369017,1235.037720,428.071411,342.682251,1200.433228,431.066742,220.922089,1096.220459,529.358032,180.938110,1370.064819,425.077820,-23.733442,1189.541504,432.572296,-73.125565,1052.728638,265.207642,401.877411,1258.182861,202.984177,392.028168,1104.669556,208.294159,344.756561,904.541199,266.437836,423.989594,741.505798,323.537140,409.054688,668.212036,242.951096,397.276459,659.817444,301.936523,460.049072,590.803833,555.719971,368.247650,1322.028931,673.822632,235.032715,1146.687866,684.341187,161.057999,1040.954590,666.433411,181.449661,941.403259,564.974426,166.091202,798.040100,641.046448,132.440277,802.257385,585.535706,194.172653,712.256836,311.227295,77.553162,956.835083,551.358521,80.462105,953.130127,361.857971,-76.303314,1046.391602,491.895752,-69.654640,1056.368164,222.888885,56.433189,678.240784,235.557816,68.908028,504.904022,237.858856,32.442726,194.946548,251.930267,36.558975,72.818748,316.288086,-12.542487,59.326824,264.911102,204.875443,30.150585,625.814880,52.921185,806.093262,635.464355,61.779140,500.265778,660.564331,37.362671,365.826874,643.967285,56.285503,71.182259,581.324341,8.596792,45.165840,596.921875,228.124039,34.147179
308,0,322.881805,562.515503,1307.583740,490.672913,561.452942,1315.931274,318.750458,491.616699,1408.727783,456.279053,472.070251,1436.044312,379.504486,348.177917,1366.490601,419.266541,4.760684,1235.033936,428.199493,344.009918,1195.423584,431.556641,221.273392,1092.838501,528.614136,184.346497,1367.645996,424.224792,-22.776680,1189.776123,432.014709,-74.195000,1053.215454,265.472473,404.572754,1251.993408,203.620377,394.553711,1098.802368,209.368408,348.010773,898.602234,268.068085,427.653595,736.059814,325.276733,412.821045,662.727112,243.913132,401.131378,654.403198,303.618408,464.058594,585.488037,555.086548,370.506927,1316.934692,674.493164,235.638184,1143.846069,684.972900,160.400543,1038.776855,666.587708,180.012604,939.159119,565.420227,165.175400,796.112915,640.877258,131.181274,800.159668,585.593445,193.393723,710.865540,311.134705,75.798012,956.177490,550.953369,79.456207,952.098389,361.122833,-77.217339,1046.661133,491.450958,-70.660149,1056.696167,222.370392,55.250565,678.106995,235.170532,68.454025,504.743408,237.792053,32.507694,194.883804,251.767181,36.576546,72.815964,316.132385,-12.463999,59.278320,264.895630,204.938141,30.218071,625.155457,51.482277,805.676270,635.375305,60.742050,500.201111,660.341614,36.454849,365.798645,643.882263,56.335079,71.071747,581.274231,8.616374,45.168289,596.914429,228.046829,34.071800
309,0,323.119049,565.184082,1300.302979,490.859497,563.763367,1308.750977,318.653503,495.075867,1402.116943,456.094788,475.710815,1429.487305,379.193573,351.682281,1360.851563,418.331268,6.446948,1234.934448,428.292999,345.414154,1190.376953,431.636414,221.416107,1089.596069,527.757813,187.642487,1365.072510,423.513428,-22.139380,1190.284668,431.446838,-75.122307,1053.677124,265.750885,407.387207,1245.769287,204.278275,397.013977,1092.963745,210.402039,351.259857,892.803894,269.702179,430.905457,730.454651,327.031982,416.337952,657.313721,244.911789,404.768799,648.718140,305.406158,468.136292,580.258118,554.685486,372.616577,1311.835083,674.929871,236.012314,1141.050537,685.598022,159.736374,1036.803589,666.818909,178.838654,936.910339,564.608459,162.882446,794.294678,641.015625,129.597198,798.467896,585.862488,192.826416,709.371277,310.749023,75.348442,955.075317,550.555176,77.892441,951.153259,360.495300,-78.054581,1047.031006,490.957916,-71.615974,1057.109497,221.932953,54.112259,677.928955,234.870300,67.914742,504.794647,237.665176,32.525463,194.864365,251.666962,36.520390,72.744324,316.046204,-12.526503,59.298985,264.922699,204.931046,30.182470,624.702576,49.795212,805.338684,634.541504,58.994087,499.738251,660.048218,35.788086,365.683258,643.916138,56.152256,71.221626,581.185486,8.698002,45.128700,596.933899,228.045776,34.113464
310,0,323.183563,567.882324,1292.904297,491.019165,566.028748,1301.506348,318.564636,498.491058,1395.233032,455.979065,478.988708,1422.911987,378.788666,355.301849,1355.685791,417.540192,7.982093,1234.640015,428.350098,346.669647,1185.370972,431.657593,221.570862,1086.142944,526.906128,191.084091,1362.509521,422.739014,-21.035234,1190.213623,430.860229,-75.774178,1054.028931,266.176300,410.052582,1239.414551,204.944763,399.506653,1087.185059,211.851578,354.502411,886.938843,271.309357,434.586090,724.868469,328.541321,419.809448,651.681519,246.623489,408.928436,643.144470,307.088440,471.825409,574.848267,553.822266,374.843781,1306.593506,675.146606,236.385147,1138.464111,686.273193,159.164719,1034.671753,667.249146,177.763306,934.838257,565.378662,161.873306,792.553833,640.837036,128.519363,796.603821,585.664612,191.876450,708.081543,310.663666,73.474876,954.642395,549.915710,75.234711,950.745300,360.000488,-78.605171,1047.164063,490.333405,-72.252998,1057.462646,221.546768,53.246517,677.841370,234.541718,67.458969,504.799774,237.478851,32.481384,194.832993,251.688660,36.582973,72.673660,315.900299,-12.633217,59.463875,264.958923,204.896393,30.187521,624.249451,48.009575,805.199036,634.741577,59.180946,500.873749,659.780884,35.054131,365.703827,643.734436,56.221565,71.254051,581.150330,8.530638,45.181961,596.962341,228.106110,34.205559
311,0,323.297760,570.375366,1285.601563,491.114410,568.531372,1294.520630,318.459930,501.590118,1388.289795,455.780029,482.016479,1416.334961,378.272827,358.743896,1350.254883,416.761902,9.638058,1234.211426,428.321533,347.766968,1180.244385,431.642670,221.736160,1082.887329,525.995667,194.382751,1359.815063,422.083893,-20.233431,1190.443115,430.189667,-76.290291,1054.203613,266.483307,412.871918,1233.023315,205.464767,401.968445,1081.351318,212.530167,357.556061,881.020874,272.989563,437.804352,719.358032,330.166443,423.510468,646.141724,249.058624,412.077606,637.115173,308.741425,475.815369,569.495728,553.263916,377.062714,1301.391724,675.374451,236.773254,1135.753906,686.894226,158.328827,1032.923218,667.795654,176.827118,932.997131,565.209473,160.578201,790.891357,640.564575,127.291367,794.945496,585.561035,191.107330,706.706604,310.324463,72.639984,953.710693,549.675903,73.886757,949.998291,359.536011,-79.111504,1047.318359,489.630096,-72.754364,1057.658936,221.106430,52.568077,677.726563,234.087875,66.954308,504.814636,237.392853,32.511402,194.699509,251.659866,36.564884,72.688385,315.947479,-12.647274,59.373543,264.977478,204.881546,30.151154,623.946106,46.150940,805.090820,634.440002,58.202160,500.810150,659.501099,34.180401,365.670929,643.674438,56.062958,71.361519,581.058533,8.564684,45.173435,596.900391,228.090576,34.164612
312,0,323.471893,572.792358,1278.219116,491.273102,570.324341,1287.241943,318.376526,504.616852,1381.297363,455.585114,484.886261,1409.558228,377.562592,362.166229,1345.168457,416.066711,11.127704,1233.784546,428.363525,348.801086,1175.298828,430.689636,220.937149,1079.722168,525.143005,197.666168,1357.137573,421.321442,-19.151836,1190.209839,429.533356,-76.775375,1054.390991,267.057434,415.347534,1226.399658,206.112930,404.472290,1075.441528,213.608902,360.659393,875.035583,274.391083,441.494141,713.723633,332.520599,427.313110,641.020874,250.133194,416.242340,631.437561,310.555695,479.740936,563.943054,552.336975,378.915680,1295.866821,675.656433,237.089417,1133.069946,687.599609,157.699127,1030.968262,668.156921,175.829742,931.040344,564.800781,159.174149,789.315674,640.704468,125.959961,793.366577,585.442871,190.348236,705.303650,310.087372,71.697617,952.850220,549.544983,73.264671,949.033508,358.957825,-79.502525,1047.394043,488.871765,-73.291718,1057.840698,220.765274,51.986111,677.613953,233.742371,66.681831,504.697327,237.447601,32.452469,194.472824,251.716049,36.521400,72.602905,315.971985,-12.671203,59.378139,265.035065,204.857864,30.228672,623.846619,44.256546,805.010559,634.071289,56.256424,499.819458,659.152771,33.651531,365.552917,643.177856,56.587379,71.064781,580.990479,8.448508,45.162769,596.893555,228.037354,34.121559
313,0,323.645905,575.212158,1270.893921,491.364166,572.793518,1280.196289,318.298431,507.587494,1374.349609,455.435852,487.858032,1402.891113,377.252991,365.311371,1339.715576,415.193451,12.902119,1233.363037,428.371094,349.812408,1170.227783,431.337555,221.547226,1076.645996,524.471252,200.951996,1354.610596,420.602448,-18.001034,1190.177002,428.838257,-77.202118,1054.557495,267.587830,417.779999,1219.875488,206.929367,406.920135,1069.345825,215.017899,363.921326,869.094299,275.969543,444.837128,707.932922,333.360443,430.472626,634.817688,251.908035,419.671448,625.577515,312.306854,483.324036,558.294739,552.505066,381.987000,1291.012573,676.023560,237.612503,1130.279175,688.266968,156.799744,1029.091675,668.492432,174.685516,929.187195,564.210571,158.279922,787.765869,640.461731,125.196648,791.818298,585.140259,189.657303,703.970520,309.814575,71.188156,951.777710,549.017944,71.093864,948.481995,358.266083,-79.919014,1047.461670,488.071320,-73.930931,1058.046509,220.481812,51.427383,677.377930,233.404053,66.626297,504.558014,237.495102,32.432262,194.295563,251.708359,36.529354,72.568642,316.010071,-12.991276,59.548576,265.125854,204.832748,30.212986,623.826660,42.173191,804.835266,633.673157,55.080627,499.693695,659.229370,33.261459,365.550323,643.087769,56.493217,71.077034,580.858276,8.559179,45.065720,596.882751,228.052704,34.153145
314,0,323.788574,577.699463,1263.761108,491.618317,574.879028,1273.215332,318.151550,510.595337,1367.601074,455.204163,490.613251,1396.354980,376.797943,368.489288,1334.454590,414.376648,14.726044,1232.722900,428.400238,350.826447,1164.928223,431.799133,222.323730,1073.399048,523.725952,204.132675,1351.865723,419.746948,-16.879461,1190.047119,428.038422,-77.628250,1054.779907,267.843353,420.255249,1213.561768,207.787170,409.525879,1063.317383,216.179153,367.073517,863.053528,277.455292,448.262115,702.183594,335.116211,433.900482,629.016968,253.144470,423.394135,619.904480,314.080231,487.226532,552.675537,552.411377,384.452576,1286.016479,676.296692,237.904800,1127.520630,689.062500,156.126953,1027.337036,668.590637,173.597992,927.337585,564.063782,156.767120,786.493958,640.195923,124.403275,790.279907,585.178772,189.054550,702.835205,309.705322,69.963165,950.819946,548.988892,70.256660,947.370667,357.494690,-80.069084,1047.478516,487.234863,-74.402969,1058.115234,220.253098,51.032703,677.091125,233.132645,66.812607,504.349884,237.455200,32.515873,194.201843,251.550797,36.539883,72.557961,315.890045,-12.733073,59.407257,265.150116,204.867569,30.194439,624.405762,40.709194,804.634216,633.598083,54.161625,499.833038,658.735718,31.988274,365.404297,642.527405,56.341160,71.019165,580.770569,8.531178,45.035442,596.910339,228.044525,34.156242
315,0,323.948120,580.059082,1256.546753,491.592102,576.939758,1266.427246,318.028839,513.713806,1360.714966,454.946991,493.794983,1390.059570,376.422028,371.543335,1329.032837,413.369202,16.759523,1232.168457,428.306061,351.658508,1159.862915,431.231934,221.478607,1070.181152,522.912659,207.535507,1348.893677,418.859680,-15.488230,1189.761963,427.253204,-78.012657,1054.995361,268.287811,422.538300,1207.102539,208.704330,412.003082,1057.133301,217.315201,370.202484,856.937988,278.875214,451.298676,696.280579,336.674683,437.508179,623.317322,255.833389,427.002228,613.776001,315.678284,490.823364,547.115845,552.008789,386.679749,1280.895264,676.409851,238.231674,1124.836426,689.680542,155.306046,1025.606201,668.832825,172.610291,925.593567,563.599426,155.618988,785.144470,639.846436,123.946701,788.914734,584.777893,188.468430,701.626099,309.398071,69.060608,949.912659,548.229797,68.018677,945.867981,356.638184,-80.210411,1047.426758,486.367035,-74.896049,1058.282837,220.012207,50.670017,676.755981,232.741928,67.222504,504.157410,237.314362,32.726688,194.240921,251.493240,36.996006,72.489815,315.936890,-12.489537,59.292110,265.150604,204.880737,30.256433,623.928955,38.658104,803.980896,632.846680,52.601273,499.256409,658.196777,31.598103,364.967560,642.948792,55.913620,71.350388,580.710266,8.482453,45.010578,596.859680,228.052185,34.169407
316,0,324.073639,582.467163,1249.473633,491.669037,579.382202,1259.583008,317.858215,516.840759,1354.261597,454.691101,497.071381,1383.756104,376.054688,374.793030,1323.831177,412.473907,18.704901,1231.487427,428.309631,352.676758,1154.950195,430.995758,221.150848,1066.822144,522.112976,210.909790,1346.174438,417.936920,-14.087955,1189.585327,426.388977,-78.611801,1055.447876,268.523346,424.672455,1200.891968,209.608200,414.483002,1050.993286,218.568115,373.228821,850.827148,280.358063,454.430542,690.465393,338.368988,440.779022,617.548401,256.567352,430.701904,608.048950,317.572754,494.621887,541.661316,552.475708,389.834534,1276.161743,676.762573,238.541992,1122.252686,690.310303,154.564056,1023.975464,669.285950,171.651505,924.026367,562.945984,154.333694,783.857178,639.859680,123.189079,787.575134,584.460327,187.708817,700.252258,309.578003,68.368187,948.120178,548.366577,66.066727,944.664612,355.797028,-80.256889,1047.387207,485.544983,-75.312775,1058.376221,219.710983,50.361477,676.361694,232.355103,67.705963,504.164398,236.926910,33.216267,194.291779,251.315536,37.118191,72.469070,315.644989,-12.492222,59.495220,265.173218,204.872314,30.134821,624.623169,37.569420,803.694397,633.190979,52.197216,499.383636,658.421143,30.437931,365.163727,642.841187,55.902840,71.320625,580.659241,8.530083,44.952606,596.857544,228.056259,34.150246
317,0,324.168610,584.781616,1242.317139,491.821289,581.585876,1252.717773,317.659851,520.159790,1347.499146,454.447388,500.294617,1377.517700,375.597900,378.017151,1318.428345,411.585327,20.660666,1230.790161,428.270172,353.863739,1150.116577,430.988251,221.155426,1063.298218,521.311096,214.237335,1343.250122,417.060059,-12.718057,1189.410156,425.649658,-78.847267,1055.577881,268.718018,427.153778,1194.571045,210.390305,417.004150,1044.868408,219.672607,376.156097,844.826843,282.150787,457.772736,684.841003,340.687012,444.217407,612.278259,258.152191,434.194702,602.327271,319.339294,497.872986,536.016602,551.510132,391.263855,1271.081177,677.034363,238.837631,1119.697876,691.101624,153.838760,1022.490356,669.568604,170.671280,922.485046,562.744568,153.846085,782.770569,639.442993,122.691841,786.298096,584.107178,187.003159,699.064026,310.910339,66.665276,947.328674,549.074158,63.553833,944.105469,354.890625,-80.352058,1047.431885,484.857422,-75.908554,1058.649536,219.383255,50.141144,675.965576,231.845169,68.216217,504.068787,236.458496,33.819550,194.279556,251.185272,36.963543,72.519539,315.498840,-12.452810,59.557335,265.133392,204.980972,30.162333,624.338989,36.132103,803.303955,632.851624,52.038128,499.916718,658.283997,29.640520,365.073425,642.793884,55.938091,71.353813,580.589966,8.598914,44.891575,596.864380,228.091263,34.144703
318,0,324.290161,586.980774,1235.322144,491.949677,583.863098,1246.075928,317.532623,523.094849,1340.908813,454.280731,503.577545,1371.247925,375.212463,381.226593,1313.084229,410.563019,22.606422,1230.110474,428.584991,355.258606,1145.380615,431.392944,221.779114,1059.862183,520.443115,217.486847,1340.136108,416.162567,-11.407290,1189.319580,424.929535,-79.268745,1055.906616,269.042847,429.423950,1188.310059,211.190903,419.381439,1038.837036,220.831070,378.937897,838.850098,283.760956,461.503387,679.314392,341.393555,447.300537,606.129700,259.820251,437.784943,596.568298,321.099304,501.771393,530.574524,550.991089,393.401459,1266.071289,677.073547,239.036652,1117.144409,691.859741,153.178223,1020.859009,669.897583,169.796097,921.064819,562.254578,153.282440,781.788208,639.024963,122.149200,785.071045,583.776062,186.055984,697.673218,311.638245,65.542046,946.058228,549.469910,61.566269,943.325073,354.129547,-80.438637,1047.445923,484.184845,-76.243431,1058.818726,218.974335,49.961445,675.662537,231.335953,68.777161,503.828217,235.994202,34.386166,194.209961,251.059021,37.104462,72.445412,315.355896,-12.399504,59.598106,265.068573,204.986206,30.226048,623.999084,34.506527,802.643799,632.656189,51.077995,499.683167,657.679626,29.492760,364.706177,642.821533,55.912804,71.283226,580.577881,8.609657,44.866398,596.886902,228.119690,34.084007
319,0,324.425568,589.115295,1228.408813,492.048981,585.917725,1239.459229,317.373169,525.938232,1334.397217,454.030884,506.504181,1365.073853,374.698456,384.385681,1307.685791,409.679962,24.476385,1229.484863,428.620941,356.486237,1140.526001,430.943726,221.274033,1055.939453,519.622864,220.705215,1337.214844,415.402740,-9.915271,1189.028687,424.245544,-79.406021,1056.141968,269.552094,431.744568,1181.908813,211.938248,421.789185,1032.802490,221.938354,381.626831,832.856262,285.386322,464.298645,673.651245,343.062714,450.659760,600.792175,260.889435,441.041199,590.853333,322.991882,504.859497,524.934509,550.881287,395.542694,1261.054932,676.582764,238.972458,1114.646118,692.544434,152.313385,1019.603760,670.142273,168.944870,919.715881,562.170410,152.737625,780.858398,638.954590,121.459908,784.108398,583.673523,185.343643,696.793457,311.178528,65.197205,944.924683,549.113403,60.622890,942.523132,353.435394,-80.430534,1047.475098,483.625305,-76.395264,1058.922241,218.609146,49.813339,675.397461,231.014359,69.179428,503.783539,235.696671,35.000832,194.057968,251.055740,37.177620,72.457443,315.268402,-12.351719,59.638382,265.132263,204.990570,30.169371,623.625916,33.109047,802.157593,632.587769,50.060459,499.392609,657.878967,28.256950,364.840851,642.843994,55.777882,71.288712,580.535645,8.577424,44.861397,596.938416,228.035538,34.046272
320,0,324.564484,591.146667,1221.415527,492.015137,587.814026,1232.895142,317.205872,528.606873,1327.782227,453.782806,509.354828,1358.939819,374.244598,387.519409,1302.344238,408.860504,26.502493,1228.699829,428.842499,357.758636,1135.797485,430.878632,221.824387,1051.755371,518.729980,223.893707,1334.150757,414.666351,-8.457674,1188.669800,423.615540,-79.386810,1056.296021,272.021667,432.587494,1174.564575,212.616882,423.974915,1026.918823,223.107117,384.289459,826.873108,286.728699,467.503754,668.095276,344.513245,453.855103,594.934570,262.738770,444.621918,585.021729,324.667419,508.433655,519.589478,550.635742,397.596039,1256.078369,677.330750,239.468399,1112.377686,693.218933,151.473358,1018.223267,670.494507,168.118332,918.432800,561.691040,152.509674,779.940613,638.597534,121.069481,782.989441,583.206055,184.814301,695.550415,311.426544,64.422737,943.574402,549.252075,59.223812,941.721741,352.844666,-80.306328,1047.416260,483.062103,-76.507668,1059.103882,218.262039,49.734844,675.161133,230.858292,69.600945,503.601379,235.520462,35.521244,193.924622,251.059357,37.242664,72.439705,315.308319,-12.287310,59.594513,265.215454,205.044006,30.131134,623.084900,31.497080,801.557922,632.084045,47.797489,498.101685,657.746887,27.652733,364.767090,642.784973,55.503040,71.172478,580.546753,8.416692,44.837929,596.919739,228.020340,34.044365
321,0,324.691132,593.133240,1214.473267,492.085052,589.589783,1226.313477,317.043945,531.033997,1321.100952,453.514099,511.897095,1352.643311,373.864807,390.404541,1296.788818,408.081360,28.423817,1227.935791,428.778046,358.653137,1131.011108,430.232819,221.472229,1048.769531,517.884644,227.042084,1331.300903,413.886993,-7.062766,1188.241455,422.948364,-79.342773,1056.444458,270.876434,435.985199,1168.823853,213.276169,426.206940,1020.949463,224.258179,386.955750,820.885010,288.082642,470.809662,662.376709,345.672363,457.330353,589.195618,263.684540,447.792267,579.444031,326.301422,512.281128,514.131897,550.194702,399.872498,1251.067139,677.474304,239.845703,1110.071655,693.838867,151.049164,1017.005920,670.881165,167.217407,917.304626,561.583679,151.876862,779.120667,638.472046,120.264526,782.260010,583.184326,183.841827,694.520203,310.703217,64.274490,942.508606,548.761597,58.671116,941.208069,352.243378,-80.139061,1047.310669,482.355621,-76.626877,1059.314697,217.937057,49.707722,675.012756,230.511581,69.923279,503.470825,235.504532,35.831844,193.776306,251.096603,37.278557,72.412529,315.383392,-12.243725,59.622185,265.250916,205.022461,30.043940,622.936401,30.121954,801.174316,632.346375,47.176754,498.161469,657.572632,26.923073,364.724182,643.062439,55.313110,71.196777,580.495117,8.482875,44.736523,596.940063,228.035934,34.095505
322,0,324.825714,595.082947,1207.657471,492.256256,591.264404,1219.758301,316.832550,533.445618,1314.440308,453.226105,514.074951,1346.319702,373.415985,393.322876,1291.568237,407.371948,30.575523,1226.947021,428.914215,359.538361,1126.198975,430.187622,221.423752,1045.547241,517.034546,230.210831,1328.235107,413.211884,-5.522695,1187.818848,422.350494,-79.243629,1056.586304,271.540771,437.890778,1162.458374,214.066956,428.186371,1014.929321,225.505295,389.568604,814.886719,289.348328,473.495361,656.656738,347.513458,460.208496,583.598816,265.599213,451.078674,573.699463,327.838379,515.158020,508.621704,550.021667,402.248810,1245.801514,677.612610,240.236969,1107.721924,694.549683,150.292206,1015.917419,671.291138,166.506134,916.118042,561.355042,151.531219,778.348816,638.032043,119.663460,781.281250,582.938782,183.111954,693.440735,310.673920,63.780323,941.500549,548.667480,57.801167,940.699524,351.711487,-79.998497,1047.244263,481.712158,-76.618080,1059.459473,217.619034,49.729469,674.873108,230.252197,70.249809,503.359802,235.648834,36.044437,193.686829,251.155045,37.316830,72.332115,315.370972,-12.231973,59.648605,265.305359,205.026474,30.073935,622.859009,28.617947,800.826233,632.004211,45.833393,497.787231,657.434692,26.183338,364.508881,642.998596,55.229824,71.312065,580.444153,8.360443,44.714844,596.930176,228.008469,34.079052
323,0,324.867889,597.042175,1200.884644,492.311707,593.305115,1213.399048,316.631866,535.838928,1307.841919,452.938751,516.501404,1340.081665,372.877472,396.003906,1286.307373,406.639618,32.699505,1226.060669,429.040131,360.421234,1121.423828,430.098846,221.405777,1042.342163,516.275940,233.346832,1325.335327,412.533813,-3.949792,1187.330322,421.698669,-79.072617,1056.711914,273.630066,438.863068,1155.415771,214.883835,430.153534,1008.875732,226.675797,392.270355,808.955017,290.967194,476.231415,650.786682,348.839905,463.259979,577.689575,266.478271,454.044159,568.057007,329.303070,518.630981,502.984711,549.625061,404.117310,1241.181885,677.910400,240.595306,1105.406250,695.253479,149.442932,1014.662720,671.748047,165.645676,915.022339,560.303162,151.030304,777.935791,637.526855,119.350471,780.368835,582.796814,182.341370,692.561768,310.840149,63.262589,940.264465,548.716492,56.745529,940.057617,351.109253,-79.787636,1047.151001,481.084381,-76.536049,1059.578613,217.399338,49.682220,674.653625,229.882660,70.814697,503.252747,235.798279,36.226593,193.580811,251.196091,37.354324,72.407196,315.378235,-12.159028,59.723801,265.371399,204.972763,30.161922,623.695801,27.631643,800.649780,632.328308,45.987503,498.675079,657.116211,25.531166,364.226929,643.013733,55.126003,71.213219,580.416992,8.328548,44.676502,596.932434,227.923447,34.013599
