X.Subj1:LFHD,X.Subj1:RFHD,X.Subj1:LBHD,X.Subj1:RBHD,X.Subj1:C7,X.Subj1:T10,X.Subj1:CLAV,X.Subj1:STRN,X.Subj1:RBAK,X.Subj1:T12,X.Subj1:S1,X.Subj1:LSHO,X.Subj1:LUPA,X.Subj1:LELB,X.Subj1:LFRM,X.Subj1:LWRA,X.Subj1:LWRB,X.Subj1:LFIN,X.Subj1:RSHO,X.Subj1:RUPA,X.Subj1:RELB,X.Subj1:RFRM,X.Subj1:RWRA,X.Subj1:RWRB,X.Subj1:RFIN,X.Subj1:LASI,X.Subj1:RASI,X.Subj1:LPSI,X.Subj1:RPSI,X.Subj1:LTHI,X.Subj1:LKNE,X.Subj1:LTIB,X.Subj1:LANK,X.Subj1:LHEE,X.Subj1:LTOE,X.Subj1:RTHI,X.Subj1:RKNE,X.Subj1:RTIB,X.Subj1:RANK,X.Subj1:RHEE,X.Subj1:RTOE,Y.Subj1:LFHD,Y.Subj1:RFHD,Y.Subj1:LBHD,Y.Subj1:RBHD,Y.Subj1:C7,Y.Subj1:T10,Y.Subj1:CLAV,Y.Subj1:STRN,Y.Subj1:RBAK,Y.Subj1:T12,Y.Subj1:S1,Y.Subj1:LSHO,Y.Subj1:LUPA,Y.Subj1:LELB,Y.Subj1:LFRM,Y.Subj1:LWRA,Y.Subj1:LWRB,Y.Subj1:LFIN,Y.Subj1:RSHO,Y.Subj1:RUPA,Y.Subj1:RELB,Y.Subj1:RFRM,Y.Subj1:RWRA,Y.Subj1:RWRB,Y.Subj1:RFIN,Y.Subj1:LASI,Y.Subj1:RASI,Y.Subj1:LPSI,Y.Subj1:RPSI,Y.Subj1:LTHI,Y.Subj1:LKNE,Y.Subj1:LTIB,Y.Subj1:LANK,Y.Subj1:LHEE,Y.Subj1:LTOE,Y.Subj1:RTHI,Y.Subj1:RKNE,Y.Subj1:RTIB,Y.Subj1:RANK,Y.Subj1:RHEE,Y.Subj1:RTOE,Z.Subj1:LFHD,Z.Subj1:RFHD,Z.Subj1:LBHD,Z.Subj1:RBHD,Z.Subj1:C7,Z.Subj1:T10,Z.Subj1:CLAV,Z.Subj1:STRN,Z.Subj1:RBAK,Z.Subj1:T12,Z.Subj1:S1,Z.Subj1:LSHO,Z.Subj1:LUPA,Z.Subj1:LELB,Z.Subj1:LFRM,Z.Subj1:LWRA,Z.Subj1:LWRB,Z.Subj1:LFIN,Z.Subj1:RSHO,Z.Subj1:RUPA,Z.Subj1:RELB,Z.Subj1:RFRM,Z.Subj1:RWRA,Z.Subj1:RWRB,Z.Subj1:RFIN,Z.Subj1:LASI,Z.Subj1:RASI,Z.Subj1:LPSI,Z.Subj1:RPSI,Z.Subj1:LTHI,Z.Subj1:LKNE,Z.Subj1:LTIB,Z.Subj1:LANK,Z.Subj1:LHEE,Z.Subj1:LTOE,Z.Subj1:RTHI,Z.Subj1:RKNE,Z.Subj1:RTIB,Z.Subj1:RANK,Z.Subj1:RHEE,Z.Subj1:RTOE
-115.97085076870752,50.109898231292505,-94.34780376870754,41.59390723129246,-21.828577768707532,-10.802241768707518,-35.3643447687075,-31.501459768707548,93.85992923129243,-9.726587768707532,-9.05150876870755,-185.37337776870754,-241.0357307687075,-234.6954147687075,-293.2236887687075,-319.42069476870756,-248.4991097687075,-323.62319476870755,133.55878123129253,212.05859823129254,215.5758102312925,264.4875532312925,305.68835923129245,252.46252923129248,319.4632002312925,-136.1837107687075,109.64185023129244,-66.5035957687075,44.552007231292464,-164.6975357687075,-135.07790676870752,-130.0956987687075,-114.58922876870753,-67.07763176870753,-118.19481976870753,164.02301523129245,150.6561942312925,169.53088823129247,133.71906023129247,68.89496323129242,156.74847923129244,209.1956101037415,209.9386061037415,76.61264810374149,82.7991561037415,66.22187010374151,26.916458103741498,192.1255571037415,235.4976881037415,10.4406231037415,39.8598171037415,45.1202081037415,96.4278711037415,99.7799601037415,42.2469941037415,82.1729731037415,121.0814971037415,97.6489031037415,119.0878221037415,139.50727010374152,102.5655901037415,70.4433821037415,126.1614221037415,172.20601610374152,122.22128310374151,166.7968821037415,199.4534681037415,213.1197281037415,47.4079011037415,58.2887071037415,127.0637971037415,104.3732831037415,40.0788531037415,18.094347103741498,-24.3410288962585,182.8655621037415,195.9646531037415,133.8840401037415,89.67980910374149,45.6773301037415,19.5065511037415,210.8420791037415,1705.071411,1711.057007,1699.464844,1696.466187,1556.613525,1231.542603,1485.598022,1312.046631,1379.197144,1188.712891,1074.391602,1519.688599,1369.596436,1163.746094,990.099182,922.653687,903.369507,827.409302,1527.749756,1295.433105,1186.107056,1091.817749,943.293396,923.259033,841.632568,1047.231934,1051.245483,1078.072266,1084.73877,704.262756,531.301147,216.960709,73.507156,56.437664,30.570271,891.710876,531.02417,406.912415,71.884109,47.898651,31.241022
-115.94405177870752,50.182715901292454,-94.62110496870754,41.42016930129246,-22.1134714287075,-11.19403095870753,-35.00680066870751,-31.53844823870751,93.45042944129246,-10.124479898707504,-9.418252688707545,-185.61739894870752,-241.26446802870754,-234.93855909870751,-293.1620540887075,-319.6911372787076,-248.51061463870752,-323.5063146287075,133.3861374012925,211.78192312129252,215.19464592129253,264.19211399129244,305.0760202712925,252.13539324129243,319.11697922129247,-136.5969982287075,110.30754795129243,-66.7969201487075,44.879451611292474,-164.74571642870754,-135.1221019787075,-130.84794137870753,-114.52925260870754,-66.99357773870753,-118.20354633870754,163.81706705129247,150.58871677129247,169.47517393129243,133.73196790129248,68.95109654129246,156.79991250129245,209.35865444374153,209.3279549537415,76.75334930374152,82.5226165937415,65.9288561337415,26.6644791237415,191.8913783337415,235.1750878037415,9.9342398037415,39.853571363741494,44.9363584837415,96.4198264237415,99.96040878374151,42.4269182137415,82.47761830374151,121.54604364374151,97.5780533237415,119.4467990037415,139.00243550374148,101.5124747137415,69.6271422337415,125.42586133374151,171.4330583437415,121.5043899137415,166.2620823937415,199.7502376037415,213.02232819374152,47.3624147837415,56.0386235537415,126.8934460537415,104.27616891374151,39.8614783037415,18.1356587937415,-24.549909986258502,182.8843949937415,195.4646955937415,133.4068867837415,89.13223581374149,45.460441283741496,19.4965822337415,210.6321105737415,1704.8275425200002,1710.95058615,1699.61198362,1696.49069253,1556.62795415,1231.52341466,1485.5896446299998,1312.07151404,1379.1116844800001,1188.6668368,1074.36788483,1519.68749671,1369.61315714,1163.76100741,990.06367659,922.82013447,903.3407637800001,827.32255413,1527.63366557,1295.5898595899998,1186.02727085,1091.75746592,943.16017042,923.18741261,841.52011446,1047.28050143,1051.2764803999999,1078.0582688499999,1085.62348433,704.23852384,531.18591082,217.23472458999998,73.41571599,56.527326640000005,30.61121928,891.6445056,531.03668578,407.07353213,72.17295680999999,47.875290140000004,31.32734172
-116.11633680870754,50.368277811292494,-94.46050628870749,41.213916031292484,-22.2990073087075,-11.619934508707543,-35.270415328707514,-31.5085752287075,92.9981935312925,-10.532344508707501,-9.796080008707504,-185.7845376487075,-241.51811596870752,-235.18709064870754,-293.2504288087075,-319.48594630870747,-248.5353009687075,-323.4047903487075,133.1957485112925,211.45252805129246,214.94952393129248,263.8882376712925,304.81073381129244,251.74493129129252,318.80327739129245,-136.44332380870756,110.2457559512925,-67.15391404870749,43.916128131292496,-164.9146728687075,-135.30129140870753,-130.37326014870754,-114.58256526870754,-66.8823801487075,-118.20735022870751,163.70605593129247,150.21939441129248,169.65938609129248,133.7051815312925,68.9283947712925,156.78910157129252,209.5009877037415,209.0464456237415,76.9166626037415,82.28733872374148,65.3130848837415,26.4182326437415,191.7529437237415,234.81832566374152,9.3802521037415,39.4701505837415,44.736625283741496,96.37300774374151,99.9534388437415,42.4696952837415,82.5840156637415,121.7876459637415,97.6061281837415,119.62184238374151,138.3413681837415,100.9532541637415,67.9189676637415,124.6639114637415,170.5203163037415,120.85813090374151,165.4340302237415,199.4723246637415,212.59732650374153,47.2603579637415,57.6844629837415,126.7001732837415,104.2088832437415,40.0202850437415,18.1456633837415,-24.413311676258502,182.8765353837415,195.14821688374153,132.8375085037415,89.00684860374149,45.721662203741495,19.4771857237415,210.82457240374148,1704.625193,1710.71212614,1699.89541466,1696.5883765600001,1556.75514126,1231.48708236,1485.57425512,1312.05861112,1378.9954004,1188.7108035600002,1074.3262574,1519.688757,1369.60708494,1163.7758059,990.0632532,922.82895118,903.2897805,827.3125866199999,1527.35070818,1295.30674302,1186.04999056,1091.5816383400002,943.03676746,923.01181014,841.26564562,1047.22245852,1051.26222448,1078.0316164399999,1084.8223361999999,704.25844952,531.1615062999999,216.99191786,73.43541784,56.38583766,30.6028027,891.74461274,531.0772733,407.07588594,71.85039478,47.882102,31.214545
-115.63423718870753,50.5627885012925,-94.62779750870752,41.12948588129247,-22.62185390870751,-12.04435068870751,-35.227140008707536,-31.474693998707497,92.51790491129248,-10.946736488707518,-10.17150157870751,-186.00264861870755,-241.6963029487075,-235.37312393870752,-293.4641739287075,-319.4475927687076,-248.2137501487075,-323.4531832787075,133.09909192129248,211.20075328129252,214.4854279612925,263.6053388112925,304.54781292129246,251.42298909129246,318.50228916129254,-136.85274909870753,110.17644494129249,-67.49111329870752,43.56865799129246,-165.00195742870753,-135.4597667487075,-131.41483350870755,-114.62990025870754,-67.13208211870754,-118.22308244870752,163.67164109129246,150.41905603129246,169.61595052129246,133.77998675129248,68.88729816129246,156.80755318129246,209.75718076374153,208.7426533937415,77.0525081137415,81.93711786374149,65.07378250374151,26.124331723741502,191.50665296374152,234.5052789537415,8.7836069137415,39.202457633741496,44.4754627637415,96.37575981374151,99.95825037374149,42.388500923741496,82.5455138537415,121.8758898837415,97.4985778637415,119.7205383537415,137.5254154637415,100.1118689437415,67.96841086374151,123.9612111937415,170.0781370837415,120.1006820737415,164.6560292337415,199.77082916374152,212.1128241037415,47.1247820837415,57.346000973741496,126.6323298237415,104.16484678374151,39.901025793741496,18.1595532737415,-24.5204130162585,182.88201998374151,194.7392666137415,132.63062724374151,88.8242965437415,45.5154681837415,19.4759931137415,210.80132885374152,1704.5557170099999,1710.35180812,1700.23900477,1696.7617917,1556.70509287,1231.4382375599998,1485.4215551500001,1311.9679855699999,1378.85146369,1188.68742267,1074.2989439,1519.6553432800001,1369.56542565,1163.71991594,990.02846009,922.67688651,902.93682912,827.234357,1527.3744188,1295.10054886,1185.7212643599999,1091.47720428,942.8432973,922.82413525,841.01414518,1047.24495039,1051.29427533,1077.99180163,1084.81968046,704.24624786,531.11358926,217.48049437,73.39766662,56.560972910000004,30.55747696,891.71128602,531.0770550799999,407.11957668,72.12443775999999,47.87,31.22975814
-115.29891612870753,50.83476079129246,-95.03765644870754,40.92216803129247,-22.893827248707534,-12.462582888707523,-35.46526860870752,-31.500169968707528,92.08288579129251,-11.312353568707517,-10.493343888707521,-186.2261475687075,-241.87079860870753,-235.6158212087075,-293.5837197687075,-319.28304540870755,-248.36848312870754,-323.5200084887075,132.83696327129252,210.8748018312925,214.07250687129246,263.2314451912925,304.3173067912925,251.12481467129246,318.3430319512925,-136.72876120870754,110.13011491129248,-67.8650157287075,44.03831407129247,-165.11354364870752,-135.70481452870752,-131.69066624870754,-114.67347644870753,-67.12038848870752,-118.25756128870752,163.65657459129244,150.3364280712925,169.55446495129246,133.81957023129252,68.8648291912925,156.73666767129248,210.0119645837415,208.4901675037415,77.2505247837415,81.51683166374151,64.8380660237415,25.755457383741497,191.3188101837415,234.1857963837415,8.176482703741499,38.8954203837415,44.1506584637415,96.3973542237415,99.98076582374149,42.2668484237415,82.4835933037415,121.8044720637415,97.22953626374151,119.6430111037415,136.66364070374152,99.3744960637415,67.4080843837415,123.0779361837415,169.3863687037415,119.24340950374149,163.48599374374152,199.4877537837415,211.6119546637415,46.9165814637415,54.6640698637415,126.6970449837415,104.2528297837415,39.8430088237415,18.0691477037415,-24.6094793362585,182.8572881437415,194.29040834374152,132.6076330237415,88.85408846374149,45.3925641037415,19.4851237437415,210.6922963437415,1704.39522976,1709.98219276,1700.67524892,1697.1526512799999,1556.7292628399998,1231.43203612,1485.1574024,1311.84618676,1378.73818372,1188.67189964,1074.30647484,1519.4014649199999,1369.40581556,1163.63126928,989.94058564,922.37612056,902.8422604,827.07220968,1527.25796368,1294.8169333600001,1185.47560536,1091.2533253200002,942.59249512,922.6190406,840.7070652399999,1047.0751272799998,1051.34453588,1077.95666496,1085.83178748,704.19001696,531.18694064,217.47971188,73.3536154,56.523460400000005,30.55416756,891.6821802,531.07269804,407.06749616,72.21705988,47.8343202,31.21491468
-115.02295231870751,51.205232581292464,-95.42135451870752,40.685484531292474,-23.188586318707543,-12.846467468707507,-35.52798281870752,-31.39337251870753,91.71294453129248,-11.64231416870752,-10.779760868707504,-186.4609525687075,-242.02388211870752,-235.8557351187075,-294.21361656870755,-319.3295591687075,-248.5520501187075,-323.67404501870755,132.84974208129248,210.5882035812925,213.57365293129251,262.91136343129244,304.08413273129247,250.8009749812925,317.9388935312924,-136.91934346870752,110.27075353129244,-68.2081847187075,43.67898428129247,-165.22615946870752,-135.6937849187075,-131.7702939187075,-114.65662091870753,-67.00428926870752,-118.22429636870751,163.65268683129244,150.30335553129248,169.5506090312925,133.7724202812925,68.8705707812925,156.84436258129244,210.6320687537415,208.8847834537415,77.55211015374151,81.09840750374151,64.6370907037415,25.3453171037415,190.9618595537415,233.6158449537415,7.471286453741499,38.4138898037415,43.812001053741504,96.24516310374149,100.00021865374151,42.0859196037415,82.0942701037415,121.7212529037415,96.8857970537415,119.3578247037415,136.1157497037415,98.5867991037415,66.5854727537415,122.3007966037415,168.67520205374151,118.3823316037415,162.8821260537415,199.6561966037415,211.0264978037415,46.6707856537415,54.2755749037415,126.7386866037415,104.17841210374151,39.8279152037415,18.195898003741497,-24.5444746462585,182.8391210537415,193.78636210374148,132.5588800537415,88.8772691537415,45.3978415537415,19.5128163037415,210.63979265374152,1704.38656645,1709.6088564000001,1701.2243954,1697.36480695,1556.70302095,1231.4065245,1484.9822511,1311.6607909499999,1378.6855528,1188.63530855,1074.3031066,1519.3610717,1369.28635885,1163.5397827,989.98081675,922.1779811499999,902.6347748,826.9364103,1527.02112385,1294.6244932999998,1185.26868265,1091.0526733,942.44982325,922.3651886499999,840.504999,1047.0970705999998,1051.40737315,1077.9088258,1085.713837,704.1910244,531.09061575,217.4953935,73.2966714,56.34443485,30.5410045,891.7506594,531.0970795999999,407.03112020000003,72.25496435,47.83809525,31.24000455
-114.39263544870752,51.52629769129247,-95.72184306870753,40.47628055129249,-23.520332928707518,-13.184828748707512,-35.63747334870752,-31.464142348707522,91.3218357712925,-11.994955548707507,-11.089871368707513,-186.72380762870753,-242.29073648870752,-236.2020649087075,-294.4506112487075,-319.6960761487075,-248.78536964870753,-323.9676068487075,132.71185163129243,210.2149534912925,213.01904153129246,262.54265749129246,303.4778418112925,250.30760127129247,317.4717907712925,-136.72501500870754,110.28729213129247,-68.49255530870752,43.4118447512925,-165.3214335887075,-135.71730160870752,-131.9648371287075,-114.68696436870749,-67.07080884870751,-118.1619710087075,163.55845577129247,150.26223703129247,169.5397668312925,133.69214881129247,68.85340591129246,156.79054217129246,211.3534699637415,208.67940324374152,78.1465483637415,80.8101749437415,64.32227776374151,24.8643187837415,190.60614630374153,233.11849214374152,6.793960683741499,38.001000783741496,43.4144230237415,96.17512608374149,99.94668414374149,41.9274918437415,82.0656436637415,121.5910005237415,96.5636445437415,119.0732850837415,135.4246310837415,97.82066726374148,65.8517817437415,121.31067644374151,167.4250113637415,117.61110292374151,162.0308317437415,199.1816580237415,210.48071700374152,46.3703211237415,53.7486234637415,126.8445142237415,104.1503653237415,39.8853432237415,18.153419123741497,-24.645939936258504,182.89296880374152,193.4551316437415,132.5174164237415,88.8873686237415,45.3235518037415,19.4982317437415,210.8384678437415,1704.0276222,1709.05093778,1701.7232715,1697.70298542,1556.672793,1231.34905972,1484.77726086,1311.5931422200001,1378.56947008,1188.6324635600001,1074.26280266,1519.1364793,1369.1532814,1163.3875490599999,989.8164892,922.02711082,902.4114819600001,826.8001831400001,1526.91084952,1294.363828,1184.98989512,1090.8316777,942.1613403599999,922.15575804,840.47452744,1047.07990474,1051.43356204,1077.866421,1085.6417551,704.13677094,531.02057522,217.53951712,73.31758828,56.42647592,30.55198708,891.7837233399999,531.09320202,407.02759638,72.25469876,47.8436092,31.208787779999998
-114.10041169870752,51.931036881292485,-96.35796132870752,40.157401391292495,-23.802539818707512,-13.512120948707535,-35.63306766870751,-31.358334398707527,90.88253293129246,-12.305401528707513,-11.363076598707531,-186.98770544870752,-242.46518706870754,-236.54745368870752,-294.5240854787075,-319.39525509870754,-249.0587665687075,-324.27855613870753,132.60144908129246,209.88953090129252,212.5740948712925,262.16606232129243,303.20942563129245,249.87389366129247,317.1346827312925,-136.7804668387075,110.32271131129245,-68.71826207870753,42.79760264129248,-165.35307598870753,-135.9150724287075,-132.17231898870753,-114.66321627870752,-67.12822610870751,-118.15264263870753,163.61450676129252,150.23326822129243,169.57076465129248,133.74697888129242,68.78443997129246,156.78470357129248,212.0012813737415,208.6922561437415,78.7431776437415,80.6658234737415,63.969239903741496,24.3205187637415,190.1410386137415,232.4233372937415,6.009043993741499,37.7591356037415,43.006363743741495,96.0358034637415,99.7163537637415,41.6820505337415,81.8772186937415,121.50549575374151,96.1912023437415,118.7860418437415,134.3878602437415,96.8603419437415,64.93044653374149,120.3251834237415,166.4914539237415,116.8410650937415,160.9851118337415,199.1403642637415,209.8629719537415,46.0324020937415,54.347513003741504,126.95474406374151,104.24577983374151,39.8512433237415,18.1093641537415,-24.534270386258502,182.8541943737415,192.92111924374151,132.4171314837415,88.8715416937415,45.2843326637415,19.4978884537415,210.83425534374152,1703.8224742999998,1708.38728627,1702.28547121,1697.97252423,1556.67736473,1231.32040381,1484.57446502,1311.43976669,1378.48807864,1188.4727185200002,1074.19957014,1519.03980818,1369.0279163500002,1163.31292125,989.66620281,921.7933703699999,902.29306268,826.74030879,1526.83166974,1294.11512819,1184.8287584500001,1090.6593103,942.03526602,922.2312051,840.41672967,1047.13786292,1051.49287878,1077.7478430400001,1085.06071421,704.10938851,531.20320756,217.67958511,73.30035362000001,56.40183239,30.54395055,891.8142892599999,531.10243164,406.97947752,72.30534163,47.8452149,31.21890067
-113.7561180887075,52.37800747129248,-96.78567116870754,39.67737439129247,-24.19240344870752,-13.828104448707538,-35.656409968707514,-31.278931808707533,90.4111670312925,-12.536247808707532,-11.599107688707534,-187.21818872870753,-242.50457580870753,-236.84559732870753,-294.7443147687075,-319.8279392887075,-249.52684960870752,-324.60360800870757,132.4409956712925,209.58259751129245,212.19735859129247,261.8280344712924,302.5739135512925,249.51880167129247,316.8014379512925,-136.77939316870751,110.32762195129249,-68.89687476870752,42.65969255129247,-165.3497756087075,-135.93745828870752,-132.31973652870755,-114.68824716870752,-67.14726844870754,-118.14936392870753,163.67693847129243,150.15103539129248,169.53194115129247,133.71177247129248,68.79020483129247,156.7604883912925,212.9141385437415,208.54391346374152,79.5684013037415,80.42698958374149,63.4689918637415,23.820317303741497,189.5525549437415,231.8002829037415,5.141656183741499,36.9890695437415,42.5393225037415,95.8500797437415,99.6163456237415,41.3241908637415,81.7415403437415,121.2513005037415,95.7174571037415,118.5309108637415,133.57653606374151,95.9409656637415,64.0432761437415,119.36318482374149,165.5620570637415,115.84746550374149,160.03277646374153,198.63192690374152,209.34406698374153,45.6216387437415,53.6381392637415,126.9150699037415,104.21700386374151,39.8445335437415,18.0922839037415,-24.553540616258502,182.8566225437415,192.5742855837415,132.36645554374152,88.7314707437415,45.2838410637415,19.5041171837415,210.7445419837415,1703.4204494,1707.795044,1702.90116184,1698.37504924,1556.714194,1231.24213404,1484.3849898,1311.28675284,1378.4498388,1188.38322256,1074.0973925600001,1518.87686996,1368.87879368,1163.2184325599999,989.5325001599999,921.72243152,902.22370816,826.6456494399999,1526.653794,1293.96830052,1184.6927980399998,1090.55143544,941.89221472,922.00336632,840.23970964,1047.09029764,1051.5352491200001,1077.6406834,1085.007808,704.08142796,531.1751100399999,217.6655662,73.29675524,56.36881032,30.56068632,891.88684348,531.13917468,406.98819064,72.31171592,47.8446714,31.25729052
-112.96150019870754,52.70593085129246,-97.21128375870752,39.35677991129249,-24.469321618707525,-14.138534508707512,-35.769555728707516,-31.220622998707512,90.01849436129247,-12.805565758707546,-11.780938878707524,-187.5941286487075,-242.56068613870752,-237.29598352870752,-294.65815293870753,-320.12430466870757,-250.2944073687075,-325.0152876087075,132.29993947129248,209.28576419129251,211.83044470129244,261.4662626212925,302.31366870129244,249.27519333129246,316.55428565129245,-136.8156109187075,110.23383670129247,-69.11364563870751,42.26928478129246,-165.3611812287075,-135.92264380870753,-132.15301162870753,-114.69390814870752,-67.05159773870753,-118.16760838870754,163.83408332129252,150.13354821129246,169.4433617312925,133.71180852129248,68.76448734129245,156.74720924129252,214.1565003437415,208.3931121237415,80.4300980737415,80.2973857637415,62.666427053741494,23.2469731337415,189.06715272374151,231.09083948374152,4.094857703741499,36.3925792237415,42.0702557337415,95.7842840537415,99.5148496737415,40.9861739037415,81.5330860237415,121.17136492374149,95.29850039374149,118.3100343137415,132.5475774137415,94.9238804837415,62.9773444837415,118.3078713937415,164.6770016037415,114.8407199037415,159.2291616637415,198.2835715337415,208.75346216374152,45.2092860337415,53.792897183741495,126.7554207937415,104.1739394437415,39.8692070937415,18.124869303741498,-24.5174857862585,182.8768219537415,192.1334155137415,132.0693273637415,88.7087894637415,45.247563303741494,19.4919599237415,210.7284913537415,1702.83227086,1707.3132540699999,1703.58508321,1698.90291274,1556.73822285,1231.17243011,1484.06634065,1311.11085454,1378.31633889,1188.36597514,1073.9791054300001,1518.77471702,1368.68964637,1163.05664579,989.23650458,921.53341699,902.29440008,826.46977731,1526.63421634,1293.84437768,1184.50758421,1090.36478265,941.70184551,921.8465751599999,840.0621854100001,1047.0117796099998,1051.5586024499999,1077.44650898,1084.607157,704.03225538,531.0717121399999,217.48893095,73.22674759,56.15943529,30.53689772,891.99272679,531.15935439,406.95570406,72.40173637,47.79496833,31.30726629
