,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
35,-183.15906,-273.84207,-283.78497,-299.69012,-254.8139,-312.45947,-307.85028,138.95444,222.64001,220.17706,253.58847,247.06216,233.30148,291.04016,272.24747,248.36198,160.41718,246.38126,263.9763,204.78891,282.81,268.31927,240.07326,232.61119,282.3537,381.85022,299.55447,379.45303,1491.7168,1336.1896,1142.4988,972.82874,893.5792,895.106,817.03156,1472.1106,1230.9403,1105.5347,1026.1742,888.77783,869.95703,802.6223
36,-182.95346,-273.95633,-283.7647,-298.92688,-253.87263,-311.91266,-306.7735,139.11888,222.26003,219.52594,251.9266,242.84525,231.79591,287.25992,272.9305,248.28123,160.39099,246.09814,263.1611,204.39423,282.11182,269.84576,242.83333,236.4364,286.74216,385.75006,302.90414,384.2813,1491.8616,1336.6329,1143.0336,973.0232,893.7518,895.4265,817.1164,1471.5103,1230.0763,1104.741,1025.3379,887.5115,869.1531,801.562
37,-182.69205,-274.01364,-283.8721,-298.1209,-252.82285,-311.30542,-305.46063,139.25449,221.83342,218.82863,250.20538,238.57481,230.28397,283.3383,273.91458,248.51456,160.27135,245.8256,262.36353,204.09125,281.62042,271.49542,245.84526,240.37022,291.2173,389.6634,306.36752,389.21094,1491.8634,1336.9454,1143.566,973.2684,894.0342,895.73865,817.29706,1470.7885,1229.1094,1103.8612,1024.4263,886.1412,868.2359,800.37494
38,-182.38168,-273.9829,-284.107,-297.29965,-251.69261,-310.6522,-303.93964,139.35924,221.36613,218.0735,248.43034,234.32138,228.71002,279.31754,275.19855,249.11542,160.0957,245.56781,261.58658,203.87155,281.31787,273.27167,249.10619,244.35562,295.70532,393.57355,309.9667,394.18695,1491.7059,1337.0735,1144.0533,973.52185,894.38153,896.00006,817.5265,1469.94,1228.0321,1102.8807,1023.4178,884.69037,867.19977,799.0732
39,-182.04163,-273.86002,-284.44983,-296.47974,-250.50768,-309.96277,-302.25717,139.43391,220.86763,217.2574,246.60066,230.11002,227.02263,275.23737,276.7438,250.06808,159.91452,245.33607,260.8401,203.72658,281.16995,275.16843,252.56339,248.33907,300.14896,397.46387,313.70148,399.15265,1491.395,1336.9976,1144.4604,973.74,894.742,896.176,817.7532,1468.9697,1226.8495,1101.7942,1022.3015,883.1828,866.05414,797.6904
40,-181.69656,-273.6694,-284.8671,-295.66534,-249.28766,-309.2423,-300.47052,139.48029,220.34856,216.38785,244.70955,225.91539,225.18861,271.1199,278.49362,251.29668,159.78114,245.14572,260.13916,203.64862,281.13333,277.1811,256.12662,252.283,304.52115,401.32092,317.55145,404.07428,1490.9512,1336.736,1144.7678,973.88684,895.06726,896.24677,817.9312,1467.8887,1225.5762,1100.6066,1021.0789,881.6384,864.8213,796.27484
41,-181.36847,-273.45673,-285.3202,-294.85052,-248.04425,-308.49197,-298.63715,139.49915,219.81783,215.48148,242.74644,221.67178,223.20166,266.95984,280.3946,252.68988,159.74136,245.0118,259.5013,203.63097,281.16415,279.31482,259.6921,256.1734,308.82935,405.1358,321.48474,408.9569,1490.3967,1336.3348,1144.9739,973.9398,895.31995,896.2097,818.02686,1466.7063,1224.2302,1099.3279,1019.7614,880.06915,863.52905,794.876
42,-181.06999,-273.2748,-285.77704,-294.02325,-246.7811,-307.70917,-296.80478,139.48903,219.28065,214.5597,240.70059,217.2937,221.08336,262.72137,282.41437,254.13506,159.82617,244.94577,258.94342,203.66739,281.2251,281.58832,263.17172,260.02057,313.1096,408.90393,325.4695,413.84705,1489.7432,1335.8501,1145.0905,973.8888,895.476,896.07477,818.0204,1465.4232,1222.8247,1097.967,1018.36163,878.4737,862.20044,793.5287
43,-180.80164,-273.1671,-286.22186,-293.1698,-245.49524,-306.8882,-295.0033,139.44572,218.73868,213.6434,238.56532,212.6998,218.87709,258.34387,284.55185,255.55206,160.04938,244.95361,258.4776,203.75143,281.2906,284.03256,266.5188,263.85385,317.41333,412.62378,329.48584,418.8205,1488.9811,1335.3239,1145.1333,973.7308,895.52203,895.8549,817.9028,1464.0247,1221.3589,1096.5223,1016.88245,876.8333,860.8421,792.23773
44,-180.55287,-273.15457,-286.6604,-292.27838,-244.18036,-306.02197,-293.2403,139.36311,218.1919,212.74837,236.34154,207.83241,216.6365,253.753,286.83795,256.91724,160.40952,245.0356,258.1074,203.87566,281.34793,286.6859,269.74316,267.7127,321.7929,416.2959,333.53265,423.9602,1488.0757,1334.7649,1145.1105,973.4619,895.44946,895.55493,817.6695,1462.4767,1219.8108,1094.9744,1015.3063,875.1085,859.43506,790.96844
45,-180.30647,-273.22922,-287.11725,-291.342,-242.83145,-305.10474,-291.5021,139.23502,217.64142,211.88246,234.03888,202.66824,214.41202,248.87431,289.3287,258.27036,160.89441,245.18628,257.82434,204.03062,281.39557,289.58844,272.911,271.63727,326.28934,419.92194,337.62936,429.33142,1486.9692,1334.1377,1145.0133,973.07007,895.248,895.1622,817.31274,1460.7252,1218.134,1093.2803,1013.5888,873.2391,857.9297,789.64526
46,-180.04408,-273.3573,-287.62598,-290.36172,-241.45009,-304.1363,-289.7603,139.05788,217.09123,211.04498,231.67392,197.21837,212.23807,243.64563,292.0927,259.70242,161.4861,245.39331,257.60583,204.20293,281.43774,292.77747,276.1307,275.66217,330.92627,423.50494,341.81088,434.9616,1485.5902,1333.3655,1144.8123,972.53046,894.9006,894.6427,816.81537,1458.7006,1216.2594,1091.3754,1011.6591,871.1472,856.2472,788.159
47,-179.7507,-273.4896,-288.21494,-289.34967,-240.04886,-303.12543,-287.98376,138.83328,216.54774,210.22784,229.2653,191.51999,210.12384,238.02582,295.19745,261.32922,162.16434,245.63501,257.4145,204.3716,281.4769,296.28577,279.52863,279.81363,335.71075,427.04938,346.11932,440.831,1483.8629,1332.3444,1144.4592,971.806,894.3813,893.94354,816.14856,1456.3247,1214.1016,1089.1779,1009.42706,868.7452,854.2869,786.3809
48,-179.41685,-273.57565,-288.89395,-288.33148,-238.65298,-302.09125,-286.1537,138.56952,216.01701,209.41756,226.82753,185.62369,208.04933,231.99966,298.69684,263.25885,162.90863,245.87726,257.19943,204.50304,281.5049,300.14127,283.22253,284.1112,340.63855,430.56152,350.59393,446.87524,1481.7195,1330.9646,1143.8958,970.85095,893.65607,893.0013,815.2733,1453.5198,1211.5686,1086.5997,1006.7954,865.9445,851.9392,784.18097
49,-179.03839,-273.57697,-289.64767,-287.34543,-237.29855,-301.06137,-284.2776,138.2811,215.50084,208.5972,224.36505,179.58112,205.96774,225.57887,302.62314,265.56354,163.69948,246.07213,256.90057,204.54622,281.49475,304.3676,287.29913,288.5708,345.7019,434.04913,355.26187,452.99963,1479.1074,1329.1342,1143.0651,969.61664,892.68555,891.7541,814.14526,1450.2179,1208.5736,1083.5574,1003.6739,862.66534,849.0999,781.44507
50,-178.61455,-273.47498,-290.43768,-286.43777,-236.02765,-300.0664,-282.3983,137.98563,214.99309,207.7475,221.86919,173.43668,203.81409,218.80023,306.98413,268.26413,164.51955,246.15987,256.45447,204.43062,281.39478,308.98358,291.8009,293.20728,350.89575,437.5196,360.13174,459.09894,1475.9929,1326.7946,1141.9235,968.0585,891.42896,890.1546,812.7219,1446.3668,1205.0449,1079.982,999.99115,858.8441,845.68445,778.0886
51,-178.14615,-273.2725,-291.2131,-285.6547,-234.88268,-299.13348,-280.59335,137.6987,214.47803,206.84727,219.31877,167.22447,201.51776,211.72116,311.76587,271.33026,165.35469,246.07527,255.80215,204.0695,281.12766,314.00122,296.72482,298.03503,356.22028,440.97784,365.19073,465.07764,1472.3607,1323.929,1140.4487,966.14166,889.84875,888.1792,810.96844,1441.9331,1200.9321,1075.8264,995.7018,854.43695,841.6366,774.0626
52,-177.63403,-272.9892,-291.92514,-285.03305,-233.90184,-298.28088,-278.96478,137.42773,213.93129,205.87328,216.68445,160.9702,199.01627,204.41272,316.9399,274.6946,166.19447,245.75682,254.89597,203.36934,280.59494,319.42267,302.03143,303.06543,361.67902,444.4231,370.4061,470.86447,1468.2078,1320.5579,1138.6434,963.84546,887.9143,885.8328,808.86127,1436.8994,1196.2083,1071.0656,990.78687,849.41943,836.93085,769.3521
53,-177.07898,-272.6535,-292.54047,-284.5943,-233.1174,-297.5166,-277.62085,137.16727,213.32343,204.80035,213.93521,154.69539,196.26584,196.9509,322.4723,278.27515,167.03133,245.15564,253.70439,202.24365,279.6868,325.23672,307.65997,308.30286,367.2738,447.8474,375.7304,476.41833,1463.5369,1316.7255,1136.5309,961.1657,885.6051,883.1464,806.38873,1431.2582,1190.8667,1065.6931,985.2481,843.7817,831.5676,763.9668
54,-176.48178,-272.294,-293.049,-284.34384,-232.55615,-296.8415,-276.65594,136.89749,212.62468,203.60226,211.04494,148.4214,193.24689,189.40736,328.33154,281.99762,167.85846,244.241,252.21234,200.62717,278.29517,331.41656,313.5443,313.74066,372.99835,451.23557,381.10925,481.7254,1458.3481,1312.4827,1134.1473,958.11365,882.91187,880.1694,803.54816,1425.0049,1184.914,1059.7147,979.09827,837.5222,825.5635,757.9284
55,-175.84424,-271.93317,-293.4643,-284.27603,-232.24113,-296.25708,-276.13434,136.5875,211.80978,202.25334,207.99698,142.17139,189.96335,181.84198,334.4928,285.81198,168.66711,243.00024,250.41724,198.48566,276.32675,337.91937,319.62512,319.35953,378.83386,454.56854,386.48907,486.79022,1452.6344,1307.8684,1131.5308,954.7125,879.83527,876.95795,800.34143,1418.1316,1178.3613,1053.1398,972.3508,830.64154,818.94,751.2574
56,-175.17006,-271.58447,-293.81842,-284.38318,-232.1928,-295.7738,-276.08313,136.20291,210.86066,200.73096,204.78558,135.96939,186.43744,174.29903,340.93723,289.69775,169.44466,241.4339,248.32124,195.81815,273.7129,344.68854,325.85474,325.12833,384.7477,457.82922,391.82333,491.6254,1446.3774,1302.8978,1128.7108,950.9913,876.3831,873.5636,796.77106,1410.6249,1171.2174,1045.9756,965.01245,823.1389,811.7148,743.96326
57,-174.46582,-271.25293,-294.15338,-284.66397,-232.42905,-295.41693,-276.4952,135.71567,209.76689,199.0178,201.41454,129.8379,182.70215,166.808,347.64664,293.65924,170.17415,239.54808,245.9227,192.65108,270.41464,351.65845,332.1959,331.00754,390.6966,461.0091,397.07648,496.2441,1439.5498,1297.5571,1125.7017,946.9777,872.5665,870.02344,792.8374,1402.4674,1163.4833,1038.2233,957.08044,815.01184,803.89624,736.0416
58,-173.74182,-270.9384,-294.5133,-285.12854,-232.96451,-295.22745,-277.3397,135.11241,208.52377,197.10376,197.8942,123.794876,178.79361,159.38855,354.59674,297.71204,170.8357,237.34772,243.20924,189.02701,266.42215,358.7605,338.61615,336.95392,396.63254,464.11414,402.226,500.65698,1432.118,1291.8086,1122.5004,942.6932,868.39655,866.3557,788.5393,1393.642,1155.1508,1029.8768,948.5444,806.259,795.48303,727.4769
59,-173.01254,-270.6399,-294.93842,-285.79745,-233.80917,-295.25714,-278.57562,134.39836,207.1297,194.98653,194.23859,117.85162,174.74477,152.05734,361.75055,301.86707,171.40906,234.83278,240.15523,184.99152,261.74994,365.9287,345.08124,342.92496,402.5102,467.16705,407.26242,504.8743,1424.0492,1285.6006,1119.0894,938.1498,863.88293,862.5605,783.8769,1384.1356,1146.2045,1020.9256,939.3909,796.88354,786.46643,718.24963
