,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
10,-16.943274,-21.192457,-6.4876823,-4.2395973,74.14925,-16.822306,-21.269709,-145.4697,131.21928,-70.71709,22.462746,58.818787,47.798096,186.01888,236.67928,-9.317482,58.09179,39.390633,226.30481,203.6469,45.904465,34.656937,1555.7949,1212.7568,1464.5479,1291.6053,1357.8124,1155.9335,1063.166,1028.8474,1017.46826,1060.3931,1058.9935
11,-17.11344,-21.38075,-6.633751,-4.4047756,74.118164,-17.010939,-21.45827,-145.52507,131.11757,-70.890915,22.275337,58.337242,47.588898,185.5784,236.35876,-9.547831,57.96114,39.3124,226.30643,203.5336,45.89578,34.53557,1555.7838,1212.6567,1464.5536,1291.6833,1357.8209,1155.845,1063.1128,1028.86,1017.47345,1060.3556,1058.9493
12,-17.27939,-21.540442,-6.776718,-4.578356,74.112785,-17.183083,-21.635534,-145.59515,131.00679,-71.067024,22.099066,57.87052,47.355324,185.14394,236.02592,-9.786951,57.803886,39.212246,226.29828,203.42436,45.865387,34.433167,1555.7689,1212.5691,1464.5603,1291.7612,1357.8496,1155.7665,1063.0599,1028.8875,1017.48395,1060.3217,1058.9049
13,-17.436537,-21.669018,-6.9204903,-4.7578735,74.12465,-17.335045,-21.797842,-145.6873,130.88185,-71.24192,21.938068,57.415627,47.098206,184.71802,235.67519,-10.047321,57.61547,39.08506,226.27011,203.31694,45.802494,34.34929,1555.7517,1212.4952,1464.5664,1291.8401,1357.9023,1155.6995,1063.0095,1028.927,1017.4989,1060.2926,1058.8606
14,-17.585672,-21.769241,-7.0696526,-4.941326,74.141495,-17.46746,-21.944073,-145.80785,130.73843,-71.41213,21.793722,56.966476,46.820473,184.30075,235.30038,-10.341883,57.39538,38.929825,226.21152,203.20724,45.699913,34.275562,1555.7369,1212.4347,1464.5706,1291.9205,1357.9808,1155.6434,1062.9631,1028.9738,1017.5164,1060.269,1058.8163
15,-17.732653,-21.848541,-7.22834,-5.128088,74.1499,-17.584805,-22.07518,-145.9607,130.57466,-71.5745,21.665302,56.514946,46.525364,183.88916,234.89603,-10.682257,57.14626,38.748577,226.11415,203.08987,45.55467,34.196957,1555.7314,1212.3853,1464.5712,1292.0027,1358.0844,1155.5964,1062.9211,1029.0219,1017.53467,1060.2509,1058.7712
16,-17.88598,-21.917559,-7.399067,-5.3193054,74.13833,-17.694149,-22.193726,-146.14612,130.39256,-71.72644,21.550987,56.052513,46.21454,183.4771,234.45877,-11.076883,56.871964,38.544296,225.97343,202.95935,45.36749,34.095375,1555.7423,1212.3439,1464.5669,1292.0857,1358.209,1155.5557,1062.8828,1029.0671,1017.5521,1060.2368,1058.7239
17,-18.053297,-21.988113,-7.5818787,-5.5175114,74.09943,-17.80346,-22.303402,-146.36006,130.19849,-71.866196,21.448734,55.572067,45.886703,183.05598,233.98837,-11.529417,56.575157,38.318672,225.78882,202.81183,45.141445,33.953873,1555.7742,1212.3073,1464.5569,1292.1685,1358.3486,1155.5188,1062.847,1029.1094,1017.5688,1060.2246,1058.6709
18,-18.23828,-22.071,-7.774151,-5.7254314,74.03108,-17.919832,-22.408552,-146.5944,130.00179,-71.993225,21.356525,55.069168,45.537205,182.61598,233.4876,-12.037863,56.255405,38.070908,225.56204,202.64694,44.880238,33.760204,1555.8268,1212.2721,1464.54,1292.2495,1358.4962,1155.484,1062.8125,1029.1516,1017.5864,1060.2115,1058.6091
19,-18.439253,-22.174004,-7.970997,-5.9443893,73.93588,-18.048052,-22.513655,-146.83847,129.81206,-72.10849,21.271973,54.542442,45.158703,182.14737,232.96123,-12.594793,55.908497,37.798042,225.2942,202.46884,44.58657,33.508583,1555.8954,1212.2358,1464.5168,1292.3284,1358.6455,1155.4508,1062.7781,1029.1993,1017.60944,1060.1946,1058.5364
20,-18.650122,-22.30054,-8.166237,-6.1728497,73.81948,-18.189726,-22.62273,-147.08107,129.63571,-72.2147,21.191597,53.99289,44.74289,181.6417,232.41422,-13.188692,55.52739,37.49643,224.98297,202.2856,44.26136,33.199818,1555.9723,1212.1974,1464.489,1292.4048,1358.7924,1155.4191,1062.7429,1029.2577,1017.6443,1060.171,1058.4526
21,-18.863218,-22.449171,-8.353519,-6.405632,73.68857,-18.343222,-22.738808,-147.3128,129.47308,-72.31598,21.11035,53.422394,44.282703,181.0928,231.84996,-13.806173,55.104565,37.16352,224.62177,202.10675,43.90397,32.840008,1556.0497,1212.1561,1464.46,1292.4802,1358.9353,1155.3894,1062.7072,1029.329,1017.6985,1060.1395,1058.3615
22,-19.072737,-22.614109,-8.527359,-6.6341763,73.54925,-18.504349,-22.863503,-147.52779,129.3179,-72.41722,21.02196,52.832146,43.774437,180.49722,231.26897,-14.434469,54.634815,36.7989,224.20154,201.93912,43.513298,32.438583,1556.1233,1212.1122,1464.4349,1292.5564,1359.075,1155.3624,1062.6714,1029.412,1017.77905,1060.1003,1058.2695
23,-19.277323,-22.786741,-8.683773,-6.847803,73.40628,-18.667566,-22.996916,-147.72424,129.15973,-72.522964,20.920158,52.221382,43.218925,179.85446,230.66833,-15.063791,54.117435,36.404095,223.71466,201.78201,43.089115,32.005886,1556.1937,1212.066,1464.4197,1292.6351,1359.2124,1155.3381,1062.6371,1029.5024,1017.89014,1060.0552,1058.1853
24,-19.480703,-22.957794,-8.820583,-7.035761,73.26309,-18.827345,-23.137856,-147.9041,128.98892,-72.63635,20.800413,51.587013,42.621292,179.16656,230.04245,-15.689058,53.556786,35.981262,223.15933,201.62253,42.63298,31.550789,1556.2666,1212.0186,1464.4194,1292.7181,1359.3467,1155.3171,1062.6064,1029.5944,1018.03,1060.0071,1058.116
25,-19.69024,-23.119759,-8.937416,-7.1894855,73.12204,-18.97937,-23.284407,-148.07187,128.8025,-72.75861,20.661386,50.924194,41.989395,178.43777,229.38449,-16.31074,52.961,35.531727,222.54207,201.43283,42.148296,31.078758,1556.3492,1211.9705,1464.4373,1292.8059,1359.474,1155.299,1062.5818,1029.6824,1018.18884,1059.9597,1058.0651
26,-19.914171,-23.268879,-9.035557,-7.304474,72.9845,-19.121368,-23.434633,-148.23334,128.6082,-72.88922,20.505451,50.227554,41.331497,177.67372,228.6887,-16.934381,52.339508,35.055,221.87772,201.1706,41.639603,30.590927,1556.447,1211.923,1464.4722,1292.8986,1359.587,1155.2832,1062.565,1029.763,1018.3469,1059.9166,1058.0315
27,-20.158762,-23.406054,-9.117683,-7.3811455,72.850296,-19.253439,-23.58723,-148.3944,128.42459,-73.02676,20.338013,49.492943,40.654213,176.88077,227.95262,-17.568872,51.70038,34.548935,221.18686,200.7844,41.111637,30.08458,1556.5609,1211.877,1464.5195,1292.9958,1359.6774,1155.2686,1062.5559,1029.8337,1018.4758,1059.8804,1058.0093
28,-20.42645,-23.53632,-9.187515,-7.424452,72.71706,-19.377922,-23.741892,-148.55974,128.27646,-73.16991,20.165897,48.71897,39.961563,176.06537,227.17842,-18.223581,51.048653,34.01089,220.49252,200.22446,40.568718,29.55487,1556.6864,1211.834,1464.5715,1293.0975,1359.7377,1155.2539,1062.553,1029.8927,1018.5425,1059.8523,1057.9896
29,-20.71551,-23.666964,-9.249306,-7.442257,72.5797,-19.498798,-23.899286,-148.73161,128.18665,-73.31825,19.99534,47.90838,39.25546,175.23347,226.37296,-18.905153,50.386223,33.43955,219.81754,199.45802,40.01462,28.99728,1556.8145,1211.7947,1464.6198,1293.2035,1359.7643,1155.2377,1062.5524,1029.9385,1018.5178,1059.8324,1057.9635
30,-21.020994,-23.804947,-9.307293,-7.4430695,72.43092,-19.6208,-24.060774,-148.90823,128.16708,-73.47237,19.830215,47.06849,38.537228,174.39018,225.54623,-19.615038,49.713005,32.836517,219.18289,198.48471,39.452984,28.40981,1556.9352,1211.759,1464.6567,1293.3135,1359.7589,1155.2191,1062.549,1029.9701,1018.38684,1059.8192,1057.9247
31,-21.336485,-23.954554,-9.365124,-7.433859,72.26278,-19.748417,-24.227982,-149.08241,128.21286,-73.63323,19.67092,46.210686,37.809303,173.53961,224.70937,-20.348536,49.028713,32.20731,218.60646,197.34573,38.887775,27.794323,1557.0404,1211.7261,1464.6788,1293.4275,1359.7281,1155.1981,1062.5387,1029.9884,1018.1575,1059.8107,1057.8715
32,-21.655844,-24.116108,-9.425392,-7.418682,72.06899,-19.88504,-24.402428,-149.24104,128.30193,-73.801346,19.5142,45.34864,37.076202,172.68478,223.87218,-21.095827,48.33438,31.56113,218.10081,196.1211,38.323536,27.15662,1557.1267,1211.6937,1464.6871,1293.5452,1359.6819,1155.175,1062.5192,1029.9983,1017.86346,1059.804,1057.8073
33,-21.974451,-24.286224,-9.489334,-7.3983974,71.84733,-20.032356,-24.585234,-149.36656,128.40141,-73.97595,19.354029,44.495598,36.344345,171.82767,223.04172,-21.844496,47.63317,30.90966,217.67036,194.91254,37.76529,26.505375,1557.1963,1211.6589,1464.6873,1293.6661,1359.6309,1155.1509,1062.491,1030.0085,1017.55835,1059.7966,1057.7394
34,-22.289598,-24.459324,-9.556839,-7.3714027,71.60108,-20.190123,-24.776793,-149.44029,128.47812,-74.15479,19.183401,43.661545,35.62081,170.96936,222.2217,-22.58256,46.93032,30.265186,217.3088,193.81705,37.21817,25.85038,1557.256,1211.6194,1464.6881,1293.7903,1359.5848,1155.1265,1062.4581,1030.0302,1017.30225,1059.7871,1057.6775
35,-22.600115,-24.629715,-9.626629,-7.3349457,71.33924,-20.356289,-24.976427,-149.4473,128.50932,-74.334656,18.996613,42.85115,34.91172,170.11035,221.41298,-23.300928,46.232513,29.63871,216.99911,192.90033,36.686935,25.200848,1557.3154,1211.5735,1464.7002,1293.9178,1359.5505,1155.1019,1062.4265,1030.073,1017.1452,1059.7747,1057.6307
36,-22.905664,-24.793442,-9.696808,-7.286585,71.07512,-20.527483,-25.18205,-149.38097,128.48882,-74.5124,18.791332,42.06343,34.221024,169.25095,220.6147,-23.99446,45.546986,29.038528,216.71718,192.181,36.175556,24.564362,1557.3832,1211.5214,1464.7318,1294.0487,1359.5311,1155.0773,1062.4022,1030.1427,1017.1141,1059.7603,1057.6056
37,-23.206316,-24.949257,-9.7654915,-7.225336,70.8239,-20.699759,-25.390135,-149.24582,128.42636,-74.68607,18.569748,41.29284,33.55031,168.3919,219.82594,-24.661497,44.88069,28.469532,216.43863,191.63116,35.686882,23.946644,1557.4644,1211.4648,1464.7882,1294.1829,1359.5261,1155.0516,1062.3894,1030.2382,1017.20703,1059.7461,1057.6042
38,-23.502554,-25.098633,-9.831482,-7.152359,70.59982,-20.869549,-25.59616,-149.05753,128.3408,-74.85554,18.33834,40.531433,32.89964,167.53491,219.04709,-25.302328,44.239582,27.93309,216.14633,191.19185,35.222446,23.35199,1557.5591,1211.4069,1464.8694,1294.32,1359.5319,1155.0243,1062.389,1030.352,1017.3967,1059.7351,1057.6243
39,-23.795557,-25.244925,-9.89468,-7.071087,70.41386,-21.034496,-25.795567,-148.84027,128.25066,-75.02215,18.106375,39.771286,32.268974,166.6831,218.28073,-25.917238,43.628033,27.427433,215.83525,190.79552,34.78245,22.783772,1557.6622,1211.3507,1464.9711,1294.4591,1359.5426,1154.9951,1062.3983,1030.4729,1017.64,1059.7301,1057.66
40,-24.086996,-25.391975,-9.956135,-6.9868584,70.27247,-21.193886,-25.98484,-148.62173,128.16653,-75.18779,17.883623,39.0065,31.659542,165.84091,217.53186,-26.505033,43.048454,26.948433,215.51233,190.38641,34.365833,22.24472,1557.766,1211.2994,1465.0853,1294.5995,1359.5518,1154.965,1062.4125,1030.589,1017.8901,1059.733,1057.7035
41,-24.37803,-25.542477,-10.017666,-6.906065,70.177734,-21.348383,-26.162235,-148.42714,128.08887,-75.353424,17.678127,38.234673,31.074446,165.01367,216.80682,-27.062479,42.501198,26.490845,215.19174,189.93248,33.970543,21.736649,1557.8618,1211.2548,1465.2036,1294.7399,1359.5538,1154.9358,1062.4258,1030.6907,1018.10693,1059.7437,1057.7467
42,-24.667917,-25.696497,-10.081184,-6.8348885,70.12867,-21.499105,-26.327644,-148.2737,128.01126,-75.518005,17.494774,37.45742,30.518274,164.20667,216.11194,-27.58481,41.98492,26.049946,214.88754,189.42685,33.593914,21.259998,1557.9435,1211.2172,1465.3186,1294.8796,1359.546,1154.9102,1062.4343,1030.7722,1018.2644,1059.7599,1057.7831
43,-24.95333,-25.850672,-10.147968,-6.77779,70.12298,-21.646349,-26.481667,-148.1672,127.927605,-75.678024,17.335035,36.679794,29.995792,163.42401,215.45174,-28.067076,41.497314,25.62313,214.60718,188.88187,33.233208,20.813404,1558.0078,1211.1853,1465.4261,1295.0186,1359.5294,1154.89,1062.4365,1030.8323,1018.353,1059.7783,1057.8083
44,-25.2292,-25.998442,-10.218319,-6.7362366,70.15857,-21.78861,-26.624334,-148.10194,127.838844,-75.828,17.197775,35.908447,29.510256,162.66794,214.82797,-28.505777,41.035923,25.210785,214.34839,188.31984,32.886192,20.393719,1558.055,1211.1566,1465.5256,1295.1575,1359.5085,1154.8763,1062.4335,1030.8723,1018.37933,1059.7952,1057.8214
45,-25.491167,-26.131481,-10.291779,-6.7081146,70.23404,-21.922344,-26.754251,-148.06409,127.75611,-75.96168,17.080526,35.149162,29.061962,161.93846,214.23958,-28.900156,40.598694,24.815971,214.10062,187.76431,32.551617,19.996685,1558.0883,1211.1282,1465.6199,1295.2976,1359.4901,1154.8682,1062.4279,1030.8961,1018.36273,1059.8071,1057.8234
46,-25.738424,-26.24195,-10.36787,-6.6882305,70.34801,-22.04261,-26.868658,-148.03711,127.69831,-76.073494,16.980679,34.40464,28.647675,161.23369,213.68353,-29.25268,40.18405,24.442867,213.84984,187.23422,32.22937,19.618076,1558.1117,1211.0974,1465.7136,1295.4413,1359.4803,1154.8636,1062.4222,1030.9084,1018.3288,1059.8125,1057.817
47,-25.975534,-26.324741,-10.44701,-6.6699257,70.497765,-22.144268,-26.964373,-148.00739,127.68526,-76.15983,16.896168,33.673584,28.261147,160.5507,213.15625,-29.56859,39.790577,24.094574,213.58502,186.74118,31.92036,19.25502,1558.1298,1211.0629,1465.8118,1295.5901,1359.4833,1154.8595,1062.4185,1030.9147,1018.30237,1059.8116,1057.806
48,-26.211962,-26.378872,-10.531033,-6.6475143,70.678085,-22.223207,-27.039022,-147.96796,127.729576,-76.21947,16.82573,32.951523,27.894718,159.8865,212.6548,-29.854559,39.416744,23.771286,213.30383,186.28976,31.626034,18.90699,1558.146,1211.0243,1465.9185,1295.7446,1359.4984,1154.8529,1062.4167,1030.9207,1018.3011,1059.8062,1057.7944
49,-26.459345,-26.407352,-10.622971,-6.618889,70.881004,-22.277046,-27.091768,-147.91927,127.830986,-76.25322,16.769003,32.233177,27.541454,159.23886,212.17749,-30.116972,39.06087,23.469795,213.01508,185.88004,31.347843,18.576065,1558.1624,1210.9828,1466.0355,1295.9038,1359.5219,1154.8414,1062.4156,1030.9314,1018.33203,1059.7982,1057.7856
50,-26.727568,-26.41558,-10.7260475,-6.5875034,71.097084,-22.30512,-27.123077,-147.86707,127.97576,-76.26291,16.726713,31.515335,27.197132,158.6068,211.72365,-30.360281,38.721447,23.184502,212.73695,185.51071,31.086731,18.26638,1558.1792,1210.9397,1466.1626,1296.0638,1359.547,1154.8237,1062.4136,1030.9513,1018.3927,1059.7903,1057.782
51,-27.02117,-26.408905,-10.842335,-6.5629044,71.31764,-22.307848,-27.133627,-147.81851,128.14114,-76.2503,16.700983,30.798943,26.86129,157.99063,211.29282,-30.585997,38.397633,22.909729,212.49101,185.18222,30.842808,17.9828,1558.196,1210.8967,1466.2974,1296.2192,1359.5674,1154.8002,1062.4083,1030.9823,1018.4747,1059.7837,1057.7843
52,-27.337687,-26.390335,-10.971661,-6.559263,71.53718,-22.285875,-27.122995,-147.7784,128.30266,-76.21633,16.695494,30.089394,26.536913,157.39175,210.88371,-30.792646,38.089527,22.642231,212.2942,184.89804,30.61528,17.729359,1558.2112,1210.8544,1466.4368,1296.3636,1359.5793,1154.772,1062.3988,1031.0244,1018.56885,1059.7792,1057.792
53,-27.668394,-26.359241,-11.11124,-6.5918045,71.75502,-22.239422,-27.08886,-147.74701,128.44131,-76.16112,16.715248,29.39486,26.228922,156.81224,210.4936,-30.9768,37.798077,22.382874,212.15201,184.66406,30.402714,17.507862,1558.2236,1210.8134,1466.5774,1296.4922,1359.5826,1154.7416,1062.3845,1031.0751,1018.669,1059.7762,1057.803
54,-28.000975,-26.311462,-11.256176,-6.671858,71.97534,-22.168106,-27.027193,-147.72025,128.54802,-76.08437,16.7658,28.723282,25.942131,156.25449,210.11867,-31.134768,37.52464,22.13665,212.05591,184.48608,30.203499,17.317268,1558.232,1210.7737,1466.7168,1296.6034,1359.5802,1154.7122,1062.3668,1031.1301,1018.7724,1059.7747,1057.815
55,-28.322683,-26.240597,-11.400471,-6.80192,72.205505,-22.071272,-26.933426,-147.69174,128.6245,-75.985954,16.8521,28.079422,25.679592,155.72102,209.75517,-31.26428,37.270363,21.910912,211.98601,184.36661,30.016449,17.154087,1558.2354,1210.7356,1466.8539,1296.7008,1359.5771,1154.6866,1062.3481,1031.1849,1018.87823,1059.7747,1057.8256
56,-28.622679,-26.140038,-11.538166,-6.9725685,72.4533,-21.94857,-26.804121,-147.65544,128.68105,-75.86604,16.977234,27.463394,25.442,155.21445,209.40132,-31.365576,37.035866,21.712627,211.91783,184.30246,29.841179,17.013641,1558.2322,1210.6995,1466.9894,1296.7927,1359.5779,1154.6681,1062.3322,1031.2347,1018.9842,1059.7775,1057.8339
57,-28.89287,-26.005009,-11.664177,-7.162758,72.723946,-21.800537,-26.638504,-147.6077,128.73235,-75.72492,17.14141,26.8713,25.228249,154.73727,209.05873,-31.44139,36.82126,21.54588,211.83012,184.28442,29.678158,16.891762,1558.2213,1210.6656,1467.1249,1296.8906,1359.5847,1154.6584,1062.323,1031.2767,1019.0845,1059.7847,1057.8401
58,-29.12781,-25.834183,-11.774776,-7.343937,73.01797,-21.62892,-26.439293,-147.54782,128.79298,-75.56247,17.341438,26.297638,25.036745,154.29176,208.73286,-31.495989,36.626682,21.41069,211.71082,184.29916,29.528294,16.786278,1558.2008,1210.6344,1467.2633,1297.0061,1359.5969,1154.6587,1062.3245,1031.3094,1019.16974,1059.7981,1057.8466
59,-29.324411,-25.630472,-11.867737,-7.487009,73.33064,-21.436714,-26.212563,-147.47745,128.87357,-75.37796,17.570839,25.738258,24.866726,153.87968,208.43214,-31.53375,36.453068,21.303562,211.55914,184.33311,29.392395,16.697685,1558.1692,1210.6057,1467.4066,1297.147,1359.6112,1154.6677,1062.3387,1031.3337,1019.22974,1059.8184,1057.8561
60,-29.482058,-25.400923,-11.942326,-7.5699005,73.653114,-21.227942,-25.966684,-147.39923,128.9785,-75.17045,17.820726,25.19268,24.718948,153.50204,208.16582,-31.557726,36.302723,21.219387,211.38405,184.37628,29.270737,16.62881,1558.126,1210.5791,1467.5559,1297.3152,1359.6233,1154.683,1062.3665,1031.3514,1019.25696,1059.8444,1057.8723
61,-29.602804,-25.1557,-11.999226,-7.583063,73.974815,-21.007198,-25.710617,-147.31549,129.10579,-74.93983,18.081366,24.664948,24.59554,153.15901,207.94151,-31.568907,36.179348,21.153706,211.19983,184.42473,29.163147,16.583614,1558.072,1210.5537,1467.7108,1297.5065,1359.6292,1154.7004,1062.406,1031.3646,1019.24976,1059.8737,1057.8981
62,-29.691267,-24.90626,-12.040241,-7.531023,74.28609,-20.779049,-25.45199,-147.22742,129.24838,-74.68801,18.344193,24.162827,24.499203,152.85007,207.76329,-31.566229,36.087265,21.104458,211.0214,184.48059,29.069553,16.565731,1558.0098,1210.5289,1467.8688,1297.7118,1359.6266,1154.7158,1062.4543,1031.3746,1019.2131,1059.9032,1057.9346
63,-29.753721,-24.663038,-12.067829,-7.429571,74.58032,-20.54731,-25.195425,-147.13475,129.39699,-74.4197,18.603682,23.69577,24.43221,152.57431,207.6309,-31.547197,36.030003,21.072548,210.86038,184.5499,28.99078,16.577202,1557.9427,1210.5044,1468.0265,1297.9202,1359.6154,1154.7256,1062.5072,1031.3818,1019.1572,1059.9307,1057.9811
64,-29.796633,-24.433205,-12.084415,-7.2998886,74.854774,-20.314428,-24.941708,-147.03601,129.54294,-74.14208,18.858376,23.272545,24.395555,152.33081,207.54054,-31.509123,36.008667,21.061169,210.72337,184.63962,28.92907,16.617886,1557.8745,1210.4801,1468.1805,1298.1216,1359.5968,1154.7277,1062.5604,1031.3855,1019.09503,1059.9554,1058.0349
65,-29.825178,-24.219147,-12.091793,-7.1619987,75.10985,-20.081251,-24.688171,-146.92899,129.68057,-73.863495,19.110504,22.898933,24.388515,152.11868,207.48611,-31.450495,36.020695,21.074188,210.61215,184.75511,28.887882,16.685501,1557.8077,1210.456,1468.3276,1298.3092,1359.573,1154.7229,1062.6107,1031.3844,1019.03864,1059.979,1058.0927
66,-29.842257,-24.018234,-12.090782,-7.0298424,75.34753,-19.847307,-24.430359,-146.81163,129.80823,-73.59148,19.364195,22.576027,24.408577,151.93694,207.46082,-31.372198,36.059616,21.114136,210.52527,184.89886,28.870857,16.776104,1557.7434,1210.4329,1468.4658,1298.4797,1359.5459,1154.7141,1062.656,1031.3776,1018.99756,1060.0042,1058.1509
67,-29.848475,-23.824001,-12.081303,-6.9092712,75.56952,-19.611578,-24.164495,-146.68272,129.92796,-73.33091,19.623013,22.2995,24.451672,151.78416,207.4582,-31.278234,36.11606,21.18053,210.46002,185.07025,28.880306,16.884693,1557.6805,1210.4105,1468.5942,1298.6338,1359.5164,1154.706,1062.6954,1031.3651,1018.9776,1060.0343,1058.208
68,-29.842737,-23.628363,-12.062672,-6.798971,75.77614,-19.373419,-23.889801,-146.54234,130.04437,-73.08291,19.887897,22.060204,24.512676,151.65848,207.4728,-31.175398,36.179836,21.269108,210.41379,185.26587,28.916,17.005749,1557.6172,1210.3896,1468.7125,1298.7739,1359.4843,1154.7035,1062.7297,1031.3475,1018.98047,1060.071,1058.2638
69,-29.823149,-23.42405,-12.033981,-6.6932755,75.96648,-19.133173,-23.609571,-146.39168,130.1632,-72.84486,20.1565,21.846436,24.586159,151.55759,207.50017,-31.072,36.242493,21.372398,210.38466,185.48004,28.974808,17.133781,1557.5504,1210.3702,1468.8208,1298.9036,1359.4486,1154.7102,1062.7607,1031.3263,1019.004,1060.1138,1058.3187
70,-29.787619,-23.206535,-11.994282,-6.585434,76.13957,-18.892176,-23.330397,-146.23245,130.29019,-72.61145,20.42415,21.647354,24.66718,151.47919,207.53719,-30.975786,36.299408,21.481632,210.37144,185.70502,29.051556,17.26392,1557.4785,1210.3529,1468.9191,1299.0253,1359.4084,1154.7275,1062.7902,1031.3027,1019.0429,1060.1592,1058.3733
71,-29.734125,-22.974878,-11.942696,-6.4702225,76.29613,-18.652193,-23.05972,-146.06604,130.4304,-72.376526,20.68596,21.456825,24.752022,151.42146,207.58203,-30.891928,36.350536,21.5892,210.3733,185.93152,29.140617,17.392536,1557.401,1210.3379,1469.0072,1299.1399,1359.3634,1154.7545,1062.8191,1031.2784,1019.089,1060.2025,1058.4266
72,-29.660826,-22.731478,-11.878483,-6.345276,76.43965,-18.414698,-22.802738,-145.89294,130.58754,-72.13498,20.938925,21.276276,24.838524,151.3832,207.63428,-30.821814,36.399574,21.69085,210.3893,186.14993,29.23745,17.5177,1557.3193,1210.3254,1469.0846,1299.2462,1359.3142,1154.788,1062.8478,1031.2542,1019.13336,1060.2388,1058.4757
73,-29.566263,-22.481066,-11.801369,-6.2112484,76.57632,-18.180435,-22.560114,-145.71266,130.76305,-71.88435,21.18301,21.115326,24.925888,151.36382,207.69461,-30.763163,36.45178,21.786552,210.41827,186.35219,29.339378,17.639225,1557.2366,1210.3156,1469.1514,1299.3412,1359.2627,1154.8237,1062.8741,1031.2307,1019.1688,1060.2645,1058.5164
